common_name,scientific_name,status,order,family,region
Chestnut-throated Monal-Partridge,Tetraophasis obscurus,,GALLIFORMES,Phasianidae,pal
Buff-throated Monal-Partridge,Tetraophasis szechenyii,,GALLIFORMES,Phasianidae,pal
Himalayan Monal,Lophophorus impejanus,,GALLIFORMES,Phasianidae,pal
Sclater's Monal,Lophophorus sclateri,,GALLIFORMES,Phasianidae,pal
Chinese Monal,Lophophorus lhuysii,Vulnerable,GALLIFORMES,Phasianidae,pal
Koklass Pheasant,Pucrasia macrolopha,,GALLIFORMES,Phasianidae,pal
Wild Turkey,Meleagris gallopavo,,GALLIFORMES,Phasianidae,pal
Hazel Grouse,Tetrastes bonasia,,GALLIFORMES,Phasianidae,pal
Chinese Grouse,Tetrastes sewerzowi,Near-threatened,GALLIFORMES,Phasianidae,pal
Willow Ptarmigan,Lagopus lagopus,,GALLIFORMES,Phasianidae,pal
Rock Ptarmigan,Lagopus muta,,GALLIFORMES,Phasianidae,pal
Siberian Grouse,Falcipennis falcipennis,Near-threatened,GALLIFORMES,Phasianidae,pal
Western Capercaillie,Tetrao urogallus,,GALLIFORMES,Phasianidae,pal
Black-billed Capercaillie,Tetrao urogalloides,,GALLIFORMES,Phasianidae,pal
Black Grouse,Lyrurus tetrix,,GALLIFORMES,Phasianidae,pal
Caucasian Grouse,Lyrurus mlokosiewiczi,Near-threatened,GALLIFORMES,Phasianidae,pal
Tibetan Partridge,Perdix hodgsoniae,,GALLIFORMES,Phasianidae,pal
Gray Partridge,Perdix perdix,,GALLIFORMES,Phasianidae,pal
Daurian Partridge,Perdix dauurica,Rare/Accidental,GALLIFORMES,Phasianidae,pal
Copper Pheasant,Syrmaticus soemmerringii,Near-threatened,GALLIFORMES,Phasianidae,pal
Reeves's Pheasant,Syrmaticus reevesii,Vulnerable,GALLIFORMES,Phasianidae,pal
Golden Pheasant,Chrysolophus pictus,,GALLIFORMES,Phasianidae,pal
Lady Amherst's Pheasant,Chrysolophus amherstiae,,GALLIFORMES,Phasianidae,pal
Ring-necked Pheasant,Phasianus colchicus,,GALLIFORMES,Phasianidae,pal
Cheer Pheasant,Catreus wallichii,Vulnerable,GALLIFORMES,Phasianidae,pal
Tibetan Eared-Pheasant,Crossoptilon harmani,,GALLIFORMES,Phasianidae,pal
White Eared-Pheasant,Crossoptilon crossoptilon,,GALLIFORMES,Phasianidae,pal
Brown Eared-Pheasant,Crossoptilon mantchuricum,,GALLIFORMES,Phasianidae,pal
Blue Eared-Pheasant,Crossoptilon auritum,,GALLIFORMES,Phasianidae,pal
Kalij Pheasant,Lophura leucomelanos,,GALLIFORMES,Phasianidae,pal
Indian Peafowl,Pavo cristatus,Extirpated,GALLIFORMES,Phasianidae,pal
Chinese Bamboo-Partridge,Bambusicola thoracicus,,GALLIFORMES,Phasianidae,pal
Gray Francolin,Ortygornis pondicerianus,,GALLIFORMES,Phasianidae,pal
Black Francolin,Francolinus francolinus,,GALLIFORMES,Phasianidae,pal
Tibetan Snowcock,Tetraogallus tibetanus,,GALLIFORMES,Phasianidae,pal
Altai Snowcock,Tetraogallus altaicus,,GALLIFORMES,Phasianidae,pal
Caucasian Snowcock,Tetraogallus caucasicus,,GALLIFORMES,Phasianidae,pal
Caspian Snowcock,Tetraogallus caspius,,GALLIFORMES,Phasianidae,pal
Himalayan Snowcock,Tetraogallus himalayensis,,GALLIFORMES,Phasianidae,pal
See-see Partridge,Ammoperdix griseogularis,,GALLIFORMES,Phasianidae,pal
Sand Partridge,Ammoperdix heyi,,GALLIFORMES,Phasianidae,pal
Common Quail,Coturnix coturnix,,GALLIFORMES,Phasianidae,pal
Japanese Quail,Coturnix japonica,Near-threatened,GALLIFORMES,Phasianidae,pal
Harlequin Quail,Coturnix delegorguei,,GALLIFORMES,Phasianidae,pal
Barbary Partridge,Alectoris barbara,,GALLIFORMES,Phasianidae,pal
Arabian Partridge,Alectoris melanocephala,,GALLIFORMES,Phasianidae,pal
Red-legged Partridge,Alectoris rufa,Near-threatened,GALLIFORMES,Phasianidae,pal
Chukar,Alectoris chukar,,GALLIFORMES,Phasianidae,pal
Rock Partridge,Alectoris graeca,Near-threatened,GALLIFORMES,Phasianidae,pal
Philby's Partridge,Alectoris philbyi,,GALLIFORMES,Phasianidae,pal
Przevalski's Partridge,Alectoris magna,,GALLIFORMES,Phasianidae,pal
Erckel's Spurfowl,Pternistis erckelii,Introduced species,GALLIFORMES,Phasianidae,pal
Double-spurred Spurfowl,Pternistis bicalcaratus,,GALLIFORMES,Phasianidae,pal
Red-necked Spurfowl,Pternistis afer,,GALLIFORMES,Phasianidae,pal
Rock Pigeon,Columba livia,,COLUMBIFORMES,Columbidae,pal
Hill Pigeon,Columba rupestris,,COLUMBIFORMES,Columbidae,pal
Snow Pigeon,Columba leuconota,,COLUMBIFORMES,Columbidae,pal
Speckled Pigeon,Columba guinea,,COLUMBIFORMES,Columbidae,pal
Stock Dove,Columba oenas,,COLUMBIFORMES,Columbidae,pal
Yellow-eyed Pigeon,Columba eversmanni,Vulnerable,COLUMBIFORMES,Columbidae,pal
Common Wood-Pigeon,Columba palumbus,,COLUMBIFORMES,Columbidae,pal
Trocaz Pigeon,Columba trocaz,,COLUMBIFORMES,Columbidae,pal
Bolle's Pigeon,Columba bollii,,COLUMBIFORMES,Columbidae,pal
Laurel Pigeon,Columba junoniae,Near-threatened,COLUMBIFORMES,Columbidae,pal
Rameron Pigeon,Columba arquatrix,,COLUMBIFORMES,Columbidae,pal
Speckled Wood-Pigeon,Columba hodgsonii,,COLUMBIFORMES,Columbidae,pal
Ashy Wood-Pigeon,Columba pulchricollis,,COLUMBIFORMES,Columbidae,pal
Black Wood-Pigeon,Columba janthina,,COLUMBIFORMES,Columbidae,pal
Ryukyu Pigeon,Columba jouyi,Extinct,COLUMBIFORMES,Columbidae,pal
Bonin Pigeon,Columba versicolor,Extinct,COLUMBIFORMES,Columbidae,pal
Passenger Pigeon,Ectopistes migratorius,Rare/Accidental Extinct,COLUMBIFORMES,Columbidae,pal
European Turtle-Dove,Streptopelia turtur,Vulnerable,COLUMBIFORMES,Columbidae,pal
Dusky Turtle-Dove,Streptopelia lugens,,COLUMBIFORMES,Columbidae,pal
Oriental Turtle-Dove,Streptopelia orientalis,,COLUMBIFORMES,Columbidae,pal
Eurasian Collared-Dove,Streptopelia decaocto,,COLUMBIFORMES,Columbidae,pal
African Collared-Dove,Streptopelia roseogrisea,,COLUMBIFORMES,Columbidae,pal
Mourning Collared-Dove,Streptopelia decipiens,,COLUMBIFORMES,Columbidae,pal
Red-eyed Dove,Streptopelia semitorquata,,COLUMBIFORMES,Columbidae,pal
Red Collared-Dove,Streptopelia tranquebarica,,COLUMBIFORMES,Columbidae,pal
Spotted Dove,Spilopelia chinensis,,COLUMBIFORMES,Columbidae,pal
Laughing Dove,Spilopelia senegalensis,,COLUMBIFORMES,Columbidae,pal
Namaqua Dove,Oena capensis,,COLUMBIFORMES,Columbidae,pal
Zenaida Dove,Zenaida aurita,Rare/Accidental,COLUMBIFORMES,Columbidae,pal
Mourning Dove,Zenaida macroura,Rare/Accidental,COLUMBIFORMES,Columbidae,pal
Bruce's Green-Pigeon,Treron waalia,,COLUMBIFORMES,Columbidae,pal
Wedge-tailed Green-Pigeon,Treron sphenurus,,COLUMBIFORMES,Columbidae,pal
White-bellied Green-Pigeon,Treron sieboldii,,COLUMBIFORMES,Columbidae,pal
Whistling Green-Pigeon,Treron formosae,,COLUMBIFORMES,Columbidae,pal
Tibetan Sandgrouse,Syrrhaptes tibetanus,,PTEROCLIFORMES,Pteroclidae,pal
Pallas's Sandgrouse,Syrrhaptes paradoxus,,PTEROCLIFORMES,Pteroclidae,pal
Pin-tailed Sandgrouse,Pterocles alchata,,PTEROCLIFORMES,Pteroclidae,pal
Chestnut-bellied Sandgrouse,Pterocles exustus,,PTEROCLIFORMES,Pteroclidae,pal
Spotted Sandgrouse,Pterocles senegallus,,PTEROCLIFORMES,Pteroclidae,pal
Black-bellied Sandgrouse,Pterocles orientalis,,PTEROCLIFORMES,Pteroclidae,pal
Crowned Sandgrouse,Pterocles coronatus,,PTEROCLIFORMES,Pteroclidae,pal
Lichtenstein's Sandgrouse,Pterocles lichtensteinii,,PTEROCLIFORMES,Pteroclidae,pal
Four-banded Sandgrouse,Pterocles quadricinctus,,PTEROCLIFORMES,Pteroclidae,pal
Great Bustard,Otis tarda,Endangered,OTIDIFORMES,Otididae,pal
Arabian Bustard,Ardeotis arabs,Near-threatened,OTIDIFORMES,Otididae,pal
African Houbara,Chlamydotis undulata,Vulnerable,OTIDIFORMES,Otididae,pal
Asian Houbara,Chlamydotis macqueenii,Vulnerable,OTIDIFORMES,Otididae,pal
Denham's Bustard,Neotis denhami,Near-threatened,OTIDIFORMES,Otididae,pal
Nubian Bustard,Neotis nuba,Near-threatened,OTIDIFORMES,Otididae,pal
Little Bustard,Tetrax tetrax,Near-threatened,OTIDIFORMES,Otididae,pal
Senegal Coucal,Centropus senegalensis,,CUCULIFORMES,Cuculidae,pal
White-browed Coucal,Centropus superciliosus,,CUCULIFORMES,Cuculidae,pal
Chestnut-winged Cuckoo,Clamator coromandus,,CUCULIFORMES,Cuculidae,pal
Great Spotted Cuckoo,Clamator glandarius,,CUCULIFORMES,Cuculidae,pal
Pied Cuckoo,Clamator jacobinus,,CUCULIFORMES,Cuculidae,pal
Yellow-billed Cuckoo,Coccyzus americanus,,CUCULIFORMES,Cuculidae,pal
Black-billed Cuckoo,Coccyzus erythropthalmus,Rare/Accidental,CUCULIFORMES,Cuculidae,pal
Asian Koel,Eudynamys scolopaceus,,CUCULIFORMES,Cuculidae,pal
Dideric Cuckoo,Chrysococcyx caprius,,CUCULIFORMES,Cuculidae,pal
Klaas's Cuckoo,Chrysococcyx klaas,,CUCULIFORMES,Cuculidae,pal
Large Hawk-Cuckoo,Hierococcyx sparverioides,,CUCULIFORMES,Cuculidae,pal
Common Hawk-Cuckoo,Hierococcyx varius,,CUCULIFORMES,Cuculidae,pal
Northern Hawk-Cuckoo,Hierococcyx hyperythrus,,CUCULIFORMES,Cuculidae,pal
Lesser Cuckoo,Cuculus poliocephalus,,CUCULIFORMES,Cuculidae,pal
Indian Cuckoo,Cuculus micropterus,,CUCULIFORMES,Cuculidae,pal
African Cuckoo,Cuculus gularis,,CUCULIFORMES,Cuculidae,pal
Himalayan Cuckoo,Cuculus saturatus,Rare/Accidental,CUCULIFORMES,Cuculidae,pal
Common Cuckoo,Cuculus canorus,,CUCULIFORMES,Cuculidae,pal
Oriental Cuckoo,Cuculus optatus,,CUCULIFORMES,Cuculidae,pal
Common Nighthawk,Chordeiles minor,Rare/Accidental,CAPRIMULGIFORMES,Caprimulgidae,pal
Red-necked Nightjar,Caprimulgus ruficollis,Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,pal
Gray Nightjar,Caprimulgus jotaka,,CAPRIMULGIFORMES,Caprimulgidae,pal
Eurasian Nightjar,Caprimulgus europaeus,,CAPRIMULGIFORMES,Caprimulgidae,pal
Egyptian Nightjar,Caprimulgus aegyptius,,CAPRIMULGIFORMES,Caprimulgidae,pal
Nubian Nightjar,Caprimulgus nubicus,,CAPRIMULGIFORMES,Caprimulgidae,pal
Sykes's Nightjar,Caprimulgus mahrattensis,,CAPRIMULGIFORMES,Caprimulgidae,pal
Golden Nightjar,Caprimulgus eximius,Rare/Accidental,CAPRIMULGIFORMES,Caprimulgidae,pal
Montane Nightjar,Caprimulgus poliocephalus,,CAPRIMULGIFORMES,Caprimulgidae,pal
Indian Nightjar,Caprimulgus asiaticus,,CAPRIMULGIFORMES,Caprimulgidae,pal
Sabine's Spinetail,Rhaphidura sabini,Uncertain origin,APODIFORMES,Apodidae,pal
Chimney Swift,Chaetura pelagica,Rare/Accidental Vulnerable,APODIFORMES,Apodidae,pal
White-throated Needletail,Hirundapus caudacutus,,APODIFORMES,Apodidae,pal
Himalayan Swiftlet,Aerodramus brevirostris,,APODIFORMES,Apodidae,pal
Alpine Swift,Tachymarptis melba,,APODIFORMES,Apodidae,pal
Cape Verde Swift,Apus alexandri,,APODIFORMES,Apodidae,pal
Common Swift,Apus apus,,APODIFORMES,Apodidae,pal
Plain Swift,Apus unicolor,,APODIFORMES,Apodidae,pal
Pallid Swift,Apus pallidus,,APODIFORMES,Apodidae,pal
African Swift,Apus barbatus,Rare/Accidental,APODIFORMES,Apodidae,pal
Pacific Swift,Apus pacificus,Rare/Accidental,APODIFORMES,Apodidae,pal
Little Swift,Apus affinis,,APODIFORMES,Apodidae,pal
Horus Swift,Apus horus,Rare/Accidental,APODIFORMES,Apodidae,pal
White-rumped Swift,Apus caffer,,APODIFORMES,Apodidae,pal
African Palm Swift,Cypsiurus parvus,,APODIFORMES,Apodidae,pal
Rufous Hummingbird,Selasphorus rufus,Rare/Accidental Near-threatened,APODIFORMES,Trochilidae,pal
Virginia Rail,Rallus limicola,Rare/Accidental,GRUIFORMES,Rallidae,pal
Water Rail,Rallus aquaticus,,GRUIFORMES,Rallidae,pal
Corn Crake,Crex crex,,GRUIFORMES,Rallidae,pal
African Crake,Crecopsis egregia,,GRUIFORMES,Rallidae,pal
Slaty-breasted Rail,Lewinia striata,,GRUIFORMES,Rallidae,pal
Okinawa Rail,Gallirallus okinawae,Endangered,GRUIFORMES,Rallidae,pal
Sora,Porzana carolina,Rare/Accidental,GRUIFORMES,Rallidae,pal
Spotted Crake,Porzana porzana,,GRUIFORMES,Rallidae,pal
Lesser Moorhen,Paragallinula angulata,,GRUIFORMES,Rallidae,pal
Eurasian Moorhen,Gallinula chloropus,,GRUIFORMES,Rallidae,pal
Common Gallinule,Gallinula galeata,Rare/Accidental,GRUIFORMES,Rallidae,pal
Eurasian Coot,Fulica atra,,GRUIFORMES,Rallidae,pal
Red-knobbed Coot,Fulica cristata,,GRUIFORMES,Rallidae,pal
American Coot,Fulica americana,Rare/Accidental,GRUIFORMES,Rallidae,pal
Allen's Gallinule,Porphyrio alleni,,GRUIFORMES,Rallidae,pal
Purple Gallinule,Porphyrio martinica,,GRUIFORMES,Rallidae,pal
Western Swamphen,Porphyrio porphyrio,,GRUIFORMES,Rallidae,pal
African Swamphen,Porphyrio madagascariensis,,GRUIFORMES,Rallidae,pal
Gray-headed Swamphen,Porphyrio poliocephalus,,GRUIFORMES,Rallidae,pal
White-browed Crake,Poliolimnas cinereus,,GRUIFORMES,Rallidae,pal
Watercock,Gallicrex cinerea,,GRUIFORMES,Rallidae,pal
White-breasted Waterhen,Amaurornis phoenicurus,,GRUIFORMES,Rallidae,pal
Striped Crake,Aenigmatolimnas marginalis,,GRUIFORMES,Rallidae,pal
Slaty-legged Crake,Rallina eurizonoides,,GRUIFORMES,Rallidae,pal
Ruddy-breasted Crake,Zapornia fusca,,GRUIFORMES,Rallidae,pal
Band-bellied Crake,Zapornia paykullii,Near-threatened,GRUIFORMES,Rallidae,pal
Brown Crake,Zapornia akool,,GRUIFORMES,Rallidae,pal
Black Crake,Zapornia flavirostra,,GRUIFORMES,Rallidae,pal
Little Crake,Zapornia parva,,GRUIFORMES,Rallidae,pal
Baillon's Crake,Zapornia pusilla,,GRUIFORMES,Rallidae,pal
Black-tailed Crake,Zapornia bicolor,,GRUIFORMES,Rallidae,pal
Swinhoe's Rail,Coturnicops exquisitus,,GRUIFORMES,Rallidae,pal
Demoiselle Crane,Anthropoides virgo,,GRUIFORMES,Gruidae,pal
Siberian Crane,Leucogeranus leucogeranus,Critically endangered,GRUIFORMES,Gruidae,pal
Sandhill Crane,Antigone canadensis,,GRUIFORMES,Gruidae,pal
White-naped Crane,Antigone vipio,Vulnerable,GRUIFORMES,Gruidae,pal
Common Crane,Grus grus,,GRUIFORMES,Gruidae,pal
Hooded Crane,Grus monacha,Rare/Accidental Vulnerable,GRUIFORMES,Gruidae,pal
Black-necked Crane,Grus nigricollis,Near-threatened,GRUIFORMES,Gruidae,pal
Red-crowned Crane,Grus japonensis,Vulnerable,GRUIFORMES,Gruidae,pal
Snowy Sheathbill,Chionis albus,Rare/Accidental,CHARADRIIFORMES,Chionidae,pal
Great Thick-knee,Esacus recurvirostris,Near-threatened,CHARADRIIFORMES,Burhinidae,pal
Spotted Thick-knee,Burhinus capensis,,CHARADRIIFORMES,Burhinidae,pal
Eurasian Thick-knee,Burhinus oedicnemus,,CHARADRIIFORMES,Burhinidae,pal
Senegal Thick-knee,Burhinus senegalensis,,CHARADRIIFORMES,Burhinidae,pal
Egyptian Plover,Pluvianus aegyptius,,CHARADRIIFORMES,Pluvianidae,pal
Black-winged Stilt,Himantopus himantopus,,CHARADRIIFORMES,Recurvirostridae,pal
Pied Avocet,Recurvirostra avosetta,,CHARADRIIFORMES,Recurvirostridae,pal
American Avocet,Recurvirostra americana,Rare/Accidental,CHARADRIIFORMES,Recurvirostridae,pal
Ibisbill,Ibidorhyncha struthersii,,CHARADRIIFORMES,Ibidorhynchidae,pal
Eurasian Oystercatcher,Haematopus ostralegus,Near-threatened,CHARADRIIFORMES,Haematopodidae,pal
American Oystercatcher,Haematopus palliatus,Rare/Accidental,CHARADRIIFORMES,Haematopodidae,pal
Canarian Oystercatcher,Haematopus meadewaldoi,Extinct,CHARADRIIFORMES,Haematopodidae,pal
Black-bellied Plover,Pluvialis squatarola,Vulnerable,CHARADRIIFORMES,Charadriidae,pal
European Golden-Plover,Pluvialis apricaria,,CHARADRIIFORMES,Charadriidae,pal
American Golden-Plover,Pluvialis dominica,,CHARADRIIFORMES,Charadriidae,pal
Pacific Golden-Plover,Pluvialis fulva,,CHARADRIIFORMES,Charadriidae,pal
Eurasian Dotterel,Eudromias morinellus,,CHARADRIIFORMES,Charadriidae,pal
Killdeer,Charadrius vociferus,Rare/Accidental Near-threatened,CHARADRIIFORMES,Charadriidae,pal
Common Ringed Plover,Charadrius hiaticula,,CHARADRIIFORMES,Charadriidae,pal
Semipalmated Plover,Charadrius semipalmatus,,CHARADRIIFORMES,Charadriidae,pal
Three-banded Plover,Thinornis tricollaris,,CHARADRIIFORMES,Charadriidae,pal
Little Ringed Plover,Thinornis dubius,,CHARADRIIFORMES,Charadriidae,pal
Long-billed Plover,Thinornis placidus,,CHARADRIIFORMES,Charadriidae,pal
Northern Lapwing,Vanellus vanellus,Near-threatened,CHARADRIIFORMES,Charadriidae,pal
Spur-winged Lapwing,Vanellus spinosus,,CHARADRIIFORMES,Charadriidae,pal
Black-headed Lapwing,Vanellus tectus,,CHARADRIIFORMES,Charadriidae,pal
Gray-headed Lapwing,Vanellus cinereus,,CHARADRIIFORMES,Charadriidae,pal
Red-wattled Lapwing,Vanellus indicus,,CHARADRIIFORMES,Charadriidae,pal
Sociable Lapwing,Vanellus gregarius,Critically endangered,CHARADRIIFORMES,Charadriidae,pal
White-tailed Lapwing,Vanellus leucurus,,CHARADRIIFORMES,Charadriidae,pal
Caspian Plover,Anarhynchus asiaticus,,CHARADRIIFORMES,Charadriidae,pal
Oriental Plover,Anarhynchus veredus,,CHARADRIIFORMES,Charadriidae,pal
Siberian Sand-Plover,Anarhynchus mongolus,Endangered,CHARADRIIFORMES,Charadriidae,pal
Tibetan Sand-Plover,Anarhynchus atrifrons,,CHARADRIIFORMES,Charadriidae,pal
Greater Sand-Plover,Anarhynchus leschenaultii,,CHARADRIIFORMES,Charadriidae,pal
Kittlitz's Plover,Anarhynchus pecuarius,,CHARADRIIFORMES,Charadriidae,pal
Snowy Plover,Anarhynchus nivosus,Near-threatened,CHARADRIIFORMES,Charadriidae,pal
White-fronted Plover,Anarhynchus marginatus,Rare/Accidental,CHARADRIIFORMES,Charadriidae,pal
