"scientific_name","common_name","order","family","status_AFR","status_ASI","status_AUS","status_CA","status_CAM","status_CAR","status_EUR","status_hol","status_MID","status_NAM","status_NaN","status_nea","status_oaq","status_oat","status_OCE","status_oin","status_opa","status_PAC","status_pal","status_SAM","status_TT","status_US48","status_USak","status_UShi","status_XX","regions"
"Porphyrio porphyrio","Western Swamphen","GRUIFORMES","Rallidae","",NA,NA,NA,NA,"Rare/Accidental","","",NA,"Introduced species",NA,"Introduced species",NA,NA,NA,NA,NA,NA,"",NA,NA,"Introduced species",NA,NA,NA,"AFR; CAR; EUR; hol; NAM; nea; pal; US48"
"Anthropoides virgo","Demoiselle Crane","GRUIFORMES","Gruidae","","",NA,"Uncertain origin",NA,NA,"","","","Uncertain origin",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Uncertain origin","Uncertain origin",NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; pal; US48; USak"
"Grus grus","Common Crane","GRUIFORMES","Gruidae","","",NA,"Rare/Accidental",NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak"
"Himantopus himantopus","Black-winged Stilt","CHARADRIIFORMES","Recurvirostridae","","",NA,NA,NA,"Rare/Accidental","","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,"","","",NA,NA,"Rare/Accidental","Rare/Accidental","","AFR; ASI; CAR; EUR; hol; MID; NAM; nea; PAC; pal; SAM; USak; UShi; XX"
"Haematopus ostralegus","Eurasian Oystercatcher","CHARADRIIFORMES","Haematopodidae","Near-threatened","Near-threatened",NA,"Rare/Accidental Near-threatened",NA,NA,"Near-threatened","Near-threatened","Near-threatened","Near-threatened",NA,"Rare/Accidental Near-threatened",NA,NA,"Near-threatened",NA,NA,"Near-threatened","Near-threatened",NA,NA,NA,"Rare/Accidental Near-threatened",NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; OCE; PAC; pal; USak"
"Pluvialis squatarola","Black-bellied Plover","CHARADRIIFORMES","Charadriidae","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable",NA,NA,"Vulnerable",NA,NA,"Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Pluvialis apricaria","European Golden-Plover","CHARADRIIFORMES","Charadriidae","","","","Rare/Accidental",NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,"","Rare/Accidental",NA,NA,"AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak"
"Pluvialis dominica","American Golden-Plover","CHARADRIIFORMES","Charadriidae","","","","","","","Rare/Accidental","","","","","Rare/Accidental",NA,NA,"",NA,NA,"Rare/Accidental","","","","","",NA,NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak"
"Pluvialis fulva","Pacific Golden-Plover","CHARADRIIFORMES","Charadriidae","","","","","","","Rare/Accidental","","","",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","","Rare/Accidental",NA,"","","","","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX"
"Eudromias morinellus","Eurasian Dotterel","CHARADRIIFORMES","Charadriidae","","",NA,"Rare/Accidental","","Rare/Accidental","","","","",NA,"",NA,NA,"",NA,NA,"","",NA,NA,"Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi"
"Charadrius vociferus","Killdeer","CHARADRIIFORMES","Charadriidae","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened",NA,"Near-threatened","Near-threatened","Rare/Accidental Near-threatened",NA,NA,"Rare/Accidental Near-threatened",NA,NA,"Near-threatened","Rare/Accidental Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Charadrius hiaticula","Common Ringed Plover","CHARADRIIFORMES","Charadriidae","","","Rare/Accidental","",NA,"Rare/Accidental","","","","",NA,"",NA,NA,"",NA,NA,"","","","Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Charadrius semipalmatus","Semipalmated Plover","CHARADRIIFORMES","Charadriidae","Rare/Accidental","","Rare/Accidental","","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","","","","","","Rare/Accidental","","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Thinornis dubius","Little Ringed Plover","CHARADRIIFORMES","Charadriidae","","","Rare/Accidental",NA,NA,"Rare/Accidental","","","","",NA,"",NA,NA,"",NA,NA,"","",NA,NA,NA,"Rare/Accidental",NA,"","AFR; ASI; AUS; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; USak; XX"
"Vanellus vanellus","Northern Lapwing","CHARADRIIFORMES","Charadriidae","Near-threatened","Near-threatened",NA,"Rare/Accidental Near-threatened",NA,"Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened",NA,"Rare/Accidental Near-threatened",NA,NA,"Rare/Accidental Near-threatened",NA,NA,"Rare/Accidental Near-threatened","Near-threatened",NA,NA,"Rare/Accidental Near-threatened","Rare/Accidental Near-threatened",NA,NA,"AFR; ASI; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak"
"Anarhynchus mongolus","Siberian Sand-Plover","CHARADRIIFORMES","Charadriidae","Endangered","Endangered","Endangered","Rare/Accidental Endangered",NA,NA,"Endangered","Endangered","Endangered","Endangered",NA,"Endangered",NA,NA,"Endangered",NA,NA,"Endangered","Endangered","Rare/Accidental Endangered",NA,"Rare/Accidental Endangered","Endangered","Rare/Accidental Endangered",NA,"AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; US48; USak; UShi"
"Anarhynchus leschenaultii","Greater Sand-Plover","CHARADRIIFORMES","Charadriidae","","","","Rare/Accidental",NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,"AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; US48"
"Anarhynchus alexandrinus","Kentish Plover","CHARADRIIFORMES","Charadriidae","","","",NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,"","",NA,NA,"","",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"AFR; ASI; AUS; EUR; hol; MID; NAM; nea; oat; OCE; PAC; pal; US48; USak"
"Bartramia longicauda","Upland Sandpiper","CHARADRIIFORMES","Scolopacidae","Rare/Accidental","Rare/Accidental","Rare/Accidental","","","","Rare/Accidental","",NA,"","Rare/Accidental","Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,NA,"Rare/Accidental","","","","",NA,NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; pal; SAM; TT; US48; USak"
"Numenius phaeopus","Whimbrel","CHARADRIIFORMES","Scolopacidae","","","","","","","","","","","","",NA,NA,"","",NA,"","","","","","","Rare/Accidental","","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; oin; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Numenius minutus","Little Curlew","CHARADRIIFORMES","Scolopacidae","","","",NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,"",NA,NA,"",NA,NA,"","",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak"
"Numenius madagascariensis","Far Eastern Curlew","CHARADRIIFORMES","Scolopacidae","Rare/Accidental Endangered","Endangered","Endangered","Rare/Accidental Endangered",NA,NA,NA,"Endangered","Rare/Accidental Endangered","Endangered",NA,"Endangered",NA,NA,"Endangered",NA,NA,"Endangered","Endangered",NA,NA,NA,"Rare/Accidental Endangered","Rare/Accidental Endangered",NA,"AFR; ASI; AUS; CA; hol; MID; NAM; nea; OCE; PAC; pal; USak; UShi"
"Numenius tenuirostris","Slender-billed Curlew","CHARADRIIFORMES","Scolopacidae","Critically endangered","Critically endangered",NA,"Rare/Accidental Critically endangered",NA,NA,"Rare/Accidental Critically endangered","Critically endangered","Rare/Accidental Critically endangered","Rare/Accidental Critically endangered",NA,"Critically endangered",NA,NA,NA,NA,NA,NA,"Critically endangered",NA,NA,NA,NA,NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal"
"Numenius arquata","Eurasian Curlew","CHARADRIIFORMES","Scolopacidae","Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened",NA,"Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened",NA,"Rare/Accidental Near-threatened",NA,NA,"Near-threatened",NA,NA,"Near-threatened","Near-threatened","Rare/Accidental Near-threatened",NA,"Rare/Accidental Near-threatened",NA,NA,"Near-threatened","AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; US48; XX"
"Limosa lapponica","Bar-tailed Godwit","CHARADRIIFORMES","Scolopacidae","Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened",NA,"Near-threatened",NA,NA,"Near-threatened",NA,NA,"Near-threatened","Near-threatened","Near-threatened",NA,"Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Near-threatened","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX"
"Limosa limosa","Black-tailed Godwit","CHARADRIIFORMES","Scolopacidae","Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened",NA,"Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened",NA,"Rare/Accidental Near-threatened",NA,NA,"Near-threatened",NA,NA,"Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened",NA,"AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Limosa haemastica","Hudsonian Godwit","CHARADRIIFORMES","Scolopacidae","Rare/Accidental Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Vulnerable",NA,"Vulnerable","Rare/Accidental Vulnerable","Vulnerable",NA,NA,"Rare/Accidental Vulnerable",NA,NA,"Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Limnodromus griseus","Short-billed Dowitcher","CHARADRIIFORMES","Scolopacidae","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable",NA,"Vulnerable","Vulnerable","Vulnerable",NA,NA,"Rare/Accidental Vulnerable",NA,NA,"Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Limnodromus scolopaceus","Long-billed Dowitcher","CHARADRIIFORMES","Scolopacidae","Rare/Accidental Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened",NA,NA,"Rare/Accidental Near-threatened",NA,NA,"Near-threatened","Near-threatened","Near-threatened",NA,"Near-threatened","Near-threatened","Near-threatened",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; UShi"
"Lymnocryptes minimus","Jack Snipe","CHARADRIIFORMES","Scolopacidae","","",NA,"Rare/Accidental",NA,"Rare/Accidental","","","","",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"AFR; ASI; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak"
"Scolopax rusticola","Eurasian Woodcock","CHARADRIIFORMES","Scolopacidae","","",NA,"Rare/Accidental",NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal; US48"
"Gallinago stenura","Pin-tailed Snipe","CHARADRIIFORMES","Scolopacidae","","","",NA,NA,NA,"Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"",NA,NA,"",NA,NA,"","",NA,NA,NA,"Rare/Accidental","Rare/Accidental",NA,"AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; PAC; pal; USak; UShi"
"Gallinago gallinago","Common Snipe","CHARADRIIFORMES","Scolopacidae","","",NA,"Rare/Accidental",NA,"Rare/Accidental","","","","",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","",NA,NA,"Rare/Accidental","","Rare/Accidental",NA,"AFR; ASI; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi"
"Gallinago delicata","Wilson's Snipe","CHARADRIIFORMES","Scolopacidae","Rare/Accidental","",NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","","","","","",NA,"AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Phalaropus tricolor","Wilson's Phalarope","CHARADRIIFORMES","Scolopacidae","","","","","","","Rare/Accidental","","Rare/Accidental","","","",NA,NA,"",NA,NA,"","","","Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Phalaropus fulicarius","Red Phalarope","CHARADRIIFORMES","Scolopacidae","","","Rare/Accidental","","","Rare/Accidental","","","Rare/Accidental","","Rare/Accidental","",NA,NA,"",NA,NA,"","","",NA,"","","Rare/Accidental","","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX"
"Phalaropus lobatus","Red-necked Phalarope","CHARADRIIFORMES","Scolopacidae","","","","","","","","","","","","",NA,NA,"",NA,NA,"","","",NA,"","","Rare/Accidental","","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX"
"Xenus cinereus","Terek Sandpiper","CHARADRIIFORMES","Scolopacidae","","","","Rare/Accidental","Rare/Accidental","Rare/Accidental","","","","",NA,"",NA,NA,"",NA,NA,"","","Rare/Accidental","Rare/Accidental","Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Actitis hypoleucos","Common Sandpiper","CHARADRIIFORMES","Scolopacidae","","","",NA,NA,NA,"","","","",NA,"",NA,NA,"",NA,NA,"","",NA,NA,NA,"Rare/Accidental","Rare/Accidental","","AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; PAC; pal; USak; UShi; XX"
"Actitis macularius","Spotted Sandpiper","CHARADRIIFORMES","Scolopacidae","Rare/Accidental","",NA,"","","","Rare/Accidental","","Rare/Accidental","","","Rare/Accidental",NA,NA,"",NA,NA,"","","","","","","Rare/Accidental","","AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Tringa ochropus","Green Sandpiper","CHARADRIIFORMES","Scolopacidae","","","",NA,NA,"Rare/Accidental","","","","",NA,"",NA,NA,"",NA,NA,"Rare/Accidental","",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; AUS; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; USak"
"Tringa solitaria","Solitary Sandpiper","CHARADRIIFORMES","Scolopacidae","Rare/Accidental","Rare/Accidental","Rare/Accidental","","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","Rare/Accidental","","","","","Rare/Accidental",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Tringa brevipes","Gray-tailed Tattler","CHARADRIIFORMES","Scolopacidae","","","","Rare/Accidental",NA,NA,"Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","",NA,NA,"Rare/Accidental","","Rare/Accidental","","AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi; XX"
"Tringa stagnatilis","Marsh Sandpiper","CHARADRIIFORMES","Scolopacidae","","","","Rare/Accidental","Rare/Accidental",NA,"","","","",NA,"",NA,NA,"",NA,NA,"","",NA,NA,"Rare/Accidental","Rare/Accidental","Rare/Accidental","","AFR; ASI; AUS; CA; CAM; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi; XX"
"Tringa glareola","Wood Sandpiper","CHARADRIIFORMES","Scolopacidae","","","","Rare/Accidental","Rare/Accidental","","","","","",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","","Rare/Accidental","Rare/Accidental","Rare/Accidental","","Rare/Accidental","","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Tringa totanus","Common Redshank","CHARADRIIFORMES","Scolopacidae","","","","Rare/Accidental",NA,"Rare/Accidental","","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,"AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; US48"
"Tringa flavipes","Lesser Yellowlegs","CHARADRIIFORMES","Scolopacidae","Rare/Accidental Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable",NA,NA,"Rare/Accidental Vulnerable",NA,NA,"Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Tringa semipalmata","Willet","CHARADRIIFORMES","Scolopacidae","Rare/Accidental",NA,NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,"",NA,NA,"","Rare/Accidental","","","","Rare/Accidental","Rare/Accidental",NA,"AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Tringa erythropus","Spotted Redshank","CHARADRIIFORMES","Scolopacidae","","","","Rare/Accidental",NA,"Rare/Accidental","","","","",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","","Rare/Accidental","Rare/Accidental","Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Tringa nebularia","Common Greenshank","CHARADRIIFORMES","Scolopacidae","","","","Rare/Accidental",NA,"Rare/Accidental","","","","",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","","","Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"","AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX"
"Tringa melanoleuca","Greater Yellowlegs","CHARADRIIFORMES","Scolopacidae","Rare/Accidental Near-threatened","Near-threatened",NA,"Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened",NA,"Near-threatened","Near-threatened","Rare/Accidental Near-threatened",NA,NA,"Near-threatened",NA,NA,"Near-threatened","Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened",NA,"AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Arenaria interpres","Ruddy Turnstone","CHARADRIIFORMES","Scolopacidae","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened",NA,NA,"Near-threatened",NA,NA,"Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Calidris tenuirostris","Great Knot","CHARADRIIFORMES","Scolopacidae","Rare/Accidental Endangered","Endangered","Endangered","Rare/Accidental Endangered",NA,NA,"Rare/Accidental Endangered","Endangered","Endangered","Endangered",NA,"Endangered",NA,NA,"Endangered",NA,NA,"Endangered","Endangered",NA,NA,"Endangered","Rare/Accidental Endangered",NA,NA,"AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak"
"Calidris canutus","Red Knot","CHARADRIIFORMES","Scolopacidae","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened",NA,NA,"Near-threatened",NA,NA,"Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Calidris pugnax","Ruff","CHARADRIIFORMES","Scolopacidae","","","","","Rare/Accidental","","","","","","Rare/Accidental","Rare/Accidental",NA,NA,"",NA,NA,"","","","Rare/Accidental","","Rare/Accidental","",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Calidris falcinellus","Broad-billed Sandpiper","CHARADRIIFORMES","Scolopacidae","Vulnerable","Vulnerable","Vulnerable",NA,NA,NA,"Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable",NA,"Rare/Accidental Vulnerable",NA,NA,"Vulnerable",NA,NA,"Vulnerable","Vulnerable",NA,NA,"Rare/Accidental Vulnerable","Rare/Accidental Vulnerable",NA,NA,"AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak"
"Calidris acuminata","Sharp-tailed Sandpiper","CHARADRIIFORMES","Scolopacidae","Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Vulnerable",NA,"Vulnerable",NA,NA,"Vulnerable",NA,NA,"Vulnerable","Vulnerable","Rare/Accidental Vulnerable",NA,"Rare/Accidental Vulnerable","Vulnerable","Vulnerable",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; US48; USak; UShi"
"Calidris ferruginea","Curlew Sandpiper","CHARADRIIFORMES","Scolopacidae","Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable",NA,NA,"Vulnerable",NA,NA,"Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable","Rare/Accidental Vulnerable",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Calidris himantopus","Stilt Sandpiper","CHARADRIIFORMES","Scolopacidae","Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened",NA,"Near-threatened","Near-threatened","Near-threatened",NA,NA,"Rare/Accidental Near-threatened",NA,NA,NA,"Rare/Accidental Near-threatened","Near-threatened","Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened",NA,"AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; pal; SAM; TT; US48; USak; UShi"
