common_name,scientific_name,status,order,family,region
Metallic Pigeon,Columba vitiensis,,COLUMBIFORMES,Columbidae,OCE
White-headed Pigeon,Columba leucomela,,COLUMBIFORMES,Columbidae,OCE
Yellow-legged Pigeon,Columba pallidiceps,Vulnerable,COLUMBIFORMES,Columbidae,OCE
Scaly-naped Pigeon,Patagioenas squamosa,,COLUMBIFORMES,Columbidae,OCE
White-crowned Pigeon,Patagioenas leucocephala,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Plain Pigeon,Patagioenas inornata,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Oriental Turtle-Dove,Streptopelia orientalis,Rare/Accidental,COLUMBIFORMES,Columbidae,OCE
Philippine Collared-Dove,Streptopelia dusumieri,Introduced species Vulnerable,COLUMBIFORMES,Columbidae,OCE
African Collared-Dove,Streptopelia roseogrisea,,COLUMBIFORMES,Columbidae,OCE
Red Collared-Dove,Streptopelia tranquebarica,Rare/Accidental,COLUMBIFORMES,Columbidae,OCE
Spotted Dove,Spilopelia chinensis,,COLUMBIFORMES,Columbidae,OCE
Laughing Dove,Spilopelia senegalensis,,COLUMBIFORMES,Columbidae,OCE
Brown Cuckoo-Dove,Macropygia phasianella,,COLUMBIFORMES,Columbidae,OCE
Amboyna Cuckoo-Dove,Macropygia amboinensis,,COLUMBIFORMES,Columbidae,OCE
Sultan's Cuckoo-Dove,Macropygia doreya,,COLUMBIFORMES,Columbidae,OCE
Black-billed Cuckoo-Dove,Macropygia nigrirostris,,COLUMBIFORMES,Columbidae,OCE
Spot-breasted Cuckoo-Dove,Macropygia mackinlayi,,COLUMBIFORMES,Columbidae,OCE
Great Cuckoo-Dove,Reinwardtoena reinwardti,,COLUMBIFORMES,Columbidae,OCE
Pied Cuckoo-Dove,Reinwardtoena browni,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Crested Cuckoo-Dove,Reinwardtoena crassirostris,,COLUMBIFORMES,Columbidae,OCE
Asian Emerald Dove,Chalcophaps indica,,COLUMBIFORMES,Columbidae,OCE
Pacific Emerald Dove,Chalcophaps longirostris,,COLUMBIFORMES,Columbidae,OCE
Stephan's Dove,Chalcophaps stephani,,COLUMBIFORMES,Columbidae,OCE
New Guinea Bronzewing,Henicophaps albifrons,,COLUMBIFORMES,Columbidae,OCE
New Britain Bronzewing,Henicophaps foersteri,Vulnerable,COLUMBIFORMES,Columbidae,OCE
Shy Ground Dove,Pampusana stairi,,COLUMBIFORMES,Columbidae,OCE
Santa Cruz Ground Dove,Pampusana sanctaecrucis,Endangered,COLUMBIFORMES,Columbidae,OCE
Thick-billed Ground Dove,Pampusana salamonis,Extinct,COLUMBIFORMES,Columbidae,OCE
Tanna Ground Dove,Pampusana ferruginea,Extinct,COLUMBIFORMES,Columbidae,OCE
Bronze Ground Dove,Pampusana beccarii,,COLUMBIFORMES,Columbidae,OCE
Palau Ground Dove,Pampusana canifrons,Endangered,COLUMBIFORMES,Columbidae,OCE
White-bibbed Ground Dove,Pampusana jobiensis,,COLUMBIFORMES,Columbidae,OCE
Marquesan Ground Dove,Pampusana rubescens,Endangered,COLUMBIFORMES,Columbidae,OCE
Caroline Islands Ground Dove,Pampusana kubaryi,Endangered,COLUMBIFORMES,Columbidae,OCE
Polynesian Ground Dove,Pampusana erythroptera,Critically endangered,COLUMBIFORMES,Columbidae,OCE
White-throated Ground Dove,Pampusana xanthonura,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Norfolk Ground Dove,Pampusana norfolkensis,,COLUMBIFORMES,Columbidae,OCE
Common Bronzewing,Phaps chalcoptera,,COLUMBIFORMES,Columbidae,OCE
Brush Bronzewing,Phaps elegans,,COLUMBIFORMES,Columbidae,OCE
Flock Bronzewing,Phaps histrionica,,COLUMBIFORMES,Columbidae,OCE
Crested Pigeon,Ocyphaps lophotes,,COLUMBIFORMES,Columbidae,OCE
Spinifex Pigeon,Geophaps plumifera,,COLUMBIFORMES,Columbidae,OCE
Squatter Pigeon,Geophaps scripta,,COLUMBIFORMES,Columbidae,OCE
Partridge Pigeon,Geophaps smithii,,COLUMBIFORMES,Columbidae,OCE
Chestnut-quilled Rock-Pigeon,Petrophassa rufipennis,,COLUMBIFORMES,Columbidae,OCE
White-quilled Rock-Pigeon,Petrophassa albipennis,,COLUMBIFORMES,Columbidae,OCE
Wonga Pigeon,Leucosarcia melanoleuca,,COLUMBIFORMES,Columbidae,OCE
Diamond Dove,Geopelia cuneata,,COLUMBIFORMES,Columbidae,OCE
Zebra Dove,Geopelia striata,,COLUMBIFORMES,Columbidae,OCE
Peaceful Dove,Geopelia placida,,COLUMBIFORMES,Columbidae,OCE
Bar-shouldered Dove,Geopelia humeralis,,COLUMBIFORMES,Columbidae,OCE
Common Ground Dove,Columbina passerina,,COLUMBIFORMES,Columbidae,OCE
White-winged Dove,Zenaida asiatica,,COLUMBIFORMES,Columbidae,OCE
Mourning Dove,Zenaida macroura,,COLUMBIFORMES,Columbidae,OCE
Nicobar Pigeon,Caloenas nicobarica,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Spotted Green Pigeon,Caloenas maculata,Extinct,COLUMBIFORMES,Columbidae,OCE
Cinnamon Ground Dove,Gallicolumba rufigula,,COLUMBIFORMES,Columbidae,OCE
Choiseul Pigeon,Microgoura meeki,Extinct,COLUMBIFORMES,Columbidae,OCE
Thick-billed Ground-Pigeon,Trugon terrestris,,COLUMBIFORMES,Columbidae,OCE
Pheasant Pigeon,Otidiphaps nobilis,,COLUMBIFORMES,Columbidae,OCE
Western Crowned-Pigeon,Goura cristata,Vulnerable,COLUMBIFORMES,Columbidae,OCE
Sclater's Crowned-Pigeon,Goura sclaterii,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Scheepmaker's Crowned-Pigeon,Goura scheepmakeri,Vulnerable,COLUMBIFORMES,Columbidae,OCE
Victoria Crowned-Pigeon,Goura victoria,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Tooth-billed Pigeon,Didunculus strigirostris,Critically endangered,COLUMBIFORMES,Columbidae,OCE
Black-banded Fruit-Dove,Ptilinopus alligator,,COLUMBIFORMES,Columbidae,OCE
Wompoo Fruit-Dove,Ptilinopus magnificus,,COLUMBIFORMES,Columbidae,OCE
Pink-spotted Fruit-Dove,Ptilinopus perlatus,,COLUMBIFORMES,Columbidae,OCE
Ornate Fruit-Dove,Ptilinopus ornatus,,COLUMBIFORMES,Columbidae,OCE
Tanna Fruit-Dove,Ptilinopus tannensis,,COLUMBIFORMES,Columbidae,OCE
Orange-fronted Fruit-Dove,Ptilinopus aurantiifrons,,COLUMBIFORMES,Columbidae,OCE
Wallace's Fruit-Dove,Ptilinopus wallacii,,COLUMBIFORMES,Columbidae,OCE
Superb Fruit-Dove,Ptilinopus superbus,,COLUMBIFORMES,Columbidae,OCE
Many-colored Fruit-Dove,Ptilinopus perousii,,COLUMBIFORMES,Columbidae,OCE
Purple-capped Fruit-Dove,Ptilinopus ponapensis,,COLUMBIFORMES,Columbidae,OCE
Kosrae Fruit-Dove,Ptilinopus hernsheimi,,COLUMBIFORMES,Columbidae,OCE
Crimson-crowned Fruit-Dove,Ptilinopus porphyraceus,,COLUMBIFORMES,Columbidae,OCE
Palau Fruit-Dove,Ptilinopus pelewensis,,COLUMBIFORMES,Columbidae,OCE
Cook Islands Fruit-Dove,Ptilinopus rarotongensis,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Mariana Fruit-Dove,Ptilinopus roseicapilla,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Rose-crowned Fruit-Dove,Ptilinopus regina,,COLUMBIFORMES,Columbidae,OCE
Silver-capped Fruit-Dove,Ptilinopus richardsii,,COLUMBIFORMES,Columbidae,OCE
Raiatea Fruit-Dove,Ptilinopus chrysogaster,Endangered,COLUMBIFORMES,Columbidae,OCE
Gray-green Fruit-Dove,Ptilinopus purpuratus,,COLUMBIFORMES,Columbidae,OCE
Makatea Fruit-Dove,Ptilinopus chalcurus,Vulnerable,COLUMBIFORMES,Columbidae,OCE
Atoll Fruit-Dove,Ptilinopus coralensis,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Red-bellied Fruit-Dove,Ptilinopus greyi,,COLUMBIFORMES,Columbidae,OCE
Rapa Fruit-Dove,Ptilinopus huttoni,Critically endangered,COLUMBIFORMES,Columbidae,OCE
White-capped Fruit-Dove,Ptilinopus dupetithouarsii,,COLUMBIFORMES,Columbidae,OCE
Red-moustached Fruit-Dove,Ptilinopus mercierii,Extinct,COLUMBIFORMES,Columbidae,OCE
Henderson Island Fruit-Dove,Ptilinopus insularis,Vulnerable,COLUMBIFORMES,Columbidae,OCE
Coroneted Fruit-Dove,Ptilinopus coronulatus,,COLUMBIFORMES,Columbidae,OCE
Beautiful Fruit-Dove,Ptilinopus pulchellus,,COLUMBIFORMES,Columbidae,OCE
White-breasted Fruit-Dove,Ptilinopus rivoli,,COLUMBIFORMES,Columbidae,OCE
Geelvink Fruit-Dove,Ptilinopus speciosus,,COLUMBIFORMES,Columbidae,OCE
Yellow-bibbed Fruit-Dove,Ptilinopus solomonensis,,COLUMBIFORMES,Columbidae,OCE
Claret-breasted Fruit-Dove,Ptilinopus viridis,,COLUMBIFORMES,Columbidae,OCE
White-headed Fruit-Dove,Ptilinopus eugeniae,,COLUMBIFORMES,Columbidae,OCE
Orange-bellied Fruit-Dove,Ptilinopus iozonus,,COLUMBIFORMES,Columbidae,OCE
Knob-billed Fruit-Dove,Ptilinopus insolitus,,COLUMBIFORMES,Columbidae,OCE
Dwarf Fruit-Dove,Ptilinopus nainus,,COLUMBIFORMES,Columbidae,OCE
Orange Dove,Ptilinopus victor,,COLUMBIFORMES,Columbidae,OCE
Golden Dove,Ptilinopus luteovirens,,COLUMBIFORMES,Columbidae,OCE
Whistling Dove,Ptilinopus layardi,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Cloven-feathered Dove,Drepanoptila holosericea,,COLUMBIFORMES,Columbidae,OCE
Spectacled Imperial-Pigeon,Ducula perspicillata,Endemic (country/region),COLUMBIFORMES,Columbidae,OCE
Elegant Imperial-Pigeon,Ducula concinna,,COLUMBIFORMES,Columbidae,OCE
Pacific Imperial-Pigeon,Ducula pacifica,,COLUMBIFORMES,Columbidae,OCE
Red-knobbed Imperial-Pigeon,Ducula rubricera,,COLUMBIFORMES,Columbidae,OCE
Micronesian Imperial-Pigeon,Ducula oceanica,Vulnerable,COLUMBIFORMES,Columbidae,OCE
Polynesian Imperial-Pigeon,Ducula aurorae,Endangered,COLUMBIFORMES,Columbidae,OCE
Nuku Hiva Imperial-Pigeon,Ducula galeata,Endangered,COLUMBIFORMES,Columbidae,OCE
Spice Imperial-Pigeon,Ducula myristicivora,,COLUMBIFORMES,Columbidae,OCE
Geelvink Imperial-Pigeon,Ducula geelvinkiana,,COLUMBIFORMES,Columbidae,OCE
Purple-tailed Imperial-Pigeon,Ducula rufigaster,,COLUMBIFORMES,Columbidae,OCE
Finsch's Imperial-Pigeon,Ducula finschii,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Rufescent Imperial-Pigeon,Ducula chalconota,,COLUMBIFORMES,Columbidae,OCE
Island Imperial-Pigeon,Ducula pistrinaria,,COLUMBIFORMES,Columbidae,OCE
Christmas Island Imperial-Pigeon,Ducula whartoni,,COLUMBIFORMES,Columbidae,OCE
Barking Imperial-Pigeon,Ducula latrans,,COLUMBIFORMES,Columbidae,OCE
Chestnut-bellied Imperial-Pigeon,Ducula brenchleyi,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Baker's Imperial-Pigeon,Ducula bakeri,,COLUMBIFORMES,Columbidae,OCE
New Caledonian Imperial-Pigeon,Ducula goliath,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Pinon's Imperial-Pigeon,Ducula pinon,,COLUMBIFORMES,Columbidae,OCE
Bismarck Imperial-Pigeon,Ducula melanochroa,,COLUMBIFORMES,Columbidae,OCE
Collared Imperial-Pigeon,Ducula mullerii,,COLUMBIFORMES,Columbidae,OCE
Zoe's Imperial-Pigeon,Ducula zoeae,,COLUMBIFORMES,Columbidae,OCE
Pied Imperial-Pigeon,Ducula bicolor,,COLUMBIFORMES,Columbidae,OCE
Yellowish Imperial-Pigeon,Ducula subflavescens,Near-threatened,COLUMBIFORMES,Columbidae,OCE
Torresian Imperial-Pigeon,Ducula spilorrhoa,,COLUMBIFORMES,Columbidae,OCE
Topknot Pigeon,Lopholaimus antarcticus,,COLUMBIFORMES,Columbidae,OCE
New Zealand Pigeon,Hemiphaga novaeseelandiae,,COLUMBIFORMES,Columbidae,OCE
Chatham Islands Pigeon,Hemiphaga chathamensis,Vulnerable,COLUMBIFORMES,Columbidae,OCE
Papuan Mountain-Pigeon,Gymnophaps albertisii,,COLUMBIFORMES,Columbidae,OCE
Pale Mountain-Pigeon,Gymnophaps solomonensis,,COLUMBIFORMES,Columbidae,OCE
Chestnut-bellied Sandgrouse,Pterocles exustus,,PTEROCLIFORMES,Pteroclidae,OCE
Australian Bustard,Ardeotis australis,,OTIDIFORMES,Otididae,OCE
Smooth-billed Ani,Crotophaga ani,,CUCULIFORMES,Cuculidae,OCE
Buff-headed Coucal,Centropus milo,,CUCULIFORMES,Cuculidae,OCE
Pied Coucal,Centropus ateralbus,,CUCULIFORMES,Cuculidae,OCE
Biak Coucal,Centropus chalybeus,Near-threatened,CUCULIFORMES,Cuculidae,OCE
Greater Black Coucal,Centropus menbeki,,CUCULIFORMES,Cuculidae,OCE
Lesser Coucal,Centropus bengalensis,Rare/Accidental,CUCULIFORMES,Cuculidae,OCE
Violaceous Coucal,Centropus violaceus,,CUCULIFORMES,Cuculidae,OCE
Lesser Black Coucal,Centropus bernsteini,,CUCULIFORMES,Cuculidae,OCE
Pheasant Coucal,Centropus phasianinus,,CUCULIFORMES,Cuculidae,OCE
Chestnut-winged Cuckoo,Clamator coromandus,,CUCULIFORMES,Cuculidae,OCE
Yellow-billed Cuckoo,Coccyzus americanus,,CUCULIFORMES,Cuculidae,OCE
Mangrove Cuckoo,Coccyzus minor,,CUCULIFORMES,Cuculidae,OCE
Dwarf Koel,Microdynamis parva,,CUCULIFORMES,Cuculidae,OCE
Asian Koel,Eudynamys scolopaceus,,CUCULIFORMES,Cuculidae,OCE
Pacific Koel,Eudynamys orientalis,,CUCULIFORMES,Cuculidae,OCE
Long-tailed Koel,Urodynamis taitensis,,CUCULIFORMES,Cuculidae,OCE
Channel-billed Cuckoo,Scythrops novaehollandiae,,CUCULIFORMES,Cuculidae,OCE
Long-billed Cuckoo,Chalcites megarhynchus,,CUCULIFORMES,Cuculidae,OCE
Horsfield's Bronze-Cuckoo,Chalcites basalis,,CUCULIFORMES,Cuculidae,OCE
Black-eared Cuckoo,Chalcites osculans,,CUCULIFORMES,Cuculidae,OCE
Rufous-throated Bronze-Cuckoo,Chalcites ruficollis,,CUCULIFORMES,Cuculidae,OCE
Shining Bronze-Cuckoo,Chalcites lucidus,,CUCULIFORMES,Cuculidae,OCE
White-eared Bronze-Cuckoo,Chalcites meyerii,,CUCULIFORMES,Cuculidae,OCE
Little Bronze-Cuckoo,Chalcites minutillus,,CUCULIFORMES,Cuculidae,OCE
Pallid Cuckoo,Heteroscenes pallidus,,CUCULIFORMES,Cuculidae,OCE
White-crowned Cuckoo,Caliechthrus leucolophus,,CUCULIFORMES,Cuculidae,OCE
Chestnut-breasted Cuckoo,Cacomantis castaneiventris,,CUCULIFORMES,Cuculidae,OCE
Fan-tailed Cuckoo,Cacomantis flabelliformis,,CUCULIFORMES,Cuculidae,OCE
Sahul Brush Cuckoo,Cacomantis variolosus,,CUCULIFORMES,Cuculidae,OCE
Solomons Brush Cuckoo,Cacomantis addendus,,CUCULIFORMES,Cuculidae,OCE
Manus Brush Cuckoo,Cacomantis blandus,,CUCULIFORMES,Cuculidae,OCE
Square-tailed Drongo-Cuckoo,Surniculus lugubris,Rare/Accidental,CUCULIFORMES,Cuculidae,OCE
Large Hawk-Cuckoo,Hierococcyx sparverioides,Rare/Accidental,CUCULIFORMES,Cuculidae,OCE
Northern Hawk-Cuckoo,Hierococcyx hyperythrus,,CUCULIFORMES,Cuculidae,OCE
Hodgson's Hawk-Cuckoo,Hierococcyx nisicolor,,CUCULIFORMES,Cuculidae,OCE
Indian Cuckoo,Cuculus micropterus,Rare/Accidental,CUCULIFORMES,Cuculidae,OCE
Himalayan Cuckoo,Cuculus saturatus,,CUCULIFORMES,Cuculidae,OCE
Common Cuckoo,Cuculus canorus,,CUCULIFORMES,Cuculidae,OCE
Oriental Cuckoo,Cuculus optatus,,CUCULIFORMES,Cuculidae,OCE
Spotted Nightjar,Eurostopodus argus,,CAPRIMULGIFORMES,Caprimulgidae,OCE
Solomons Nightjar,Eurostopodus nigripennis,Vulnerable,CAPRIMULGIFORMES,Caprimulgidae,OCE
