common_name,scientific_name,status,order,family,region
Labrador Duck,Camptorhynchus labradorius,Extinct,ANSERIFORMES,Anatidae,NAM
Spectacled Eider,Somateria fischeri,Near-threatened,ANSERIFORMES,Anatidae,NAM
King Eider,Somateria spectabilis,,ANSERIFORMES,Anatidae,NAM
Common Eider,Somateria mollissima,Near-threatened,ANSERIFORMES,Anatidae,NAM
Harlequin Duck,Histrionicus histrionicus,,ANSERIFORMES,Anatidae,NAM
Surf Scoter,Melanitta perspicillata,,ANSERIFORMES,Anatidae,NAM
Velvet Scoter,Melanitta fusca,Vulnerable,ANSERIFORMES,Anatidae,NAM
White-winged Scoter,Melanitta deglandi,,ANSERIFORMES,Anatidae,NAM
Stejneger's Scoter,Melanitta stejnegeri,Rare/Accidental,ANSERIFORMES,Anatidae,NAM
Common Scoter,Melanitta nigra,Rare/Accidental,ANSERIFORMES,Anatidae,NAM
Black Scoter,Melanitta americana,Near-threatened,ANSERIFORMES,Anatidae,NAM
Long-tailed Duck,Clangula hyemalis,Vulnerable,ANSERIFORMES,Anatidae,NAM
Bufflehead,Bucephala albeola,,ANSERIFORMES,Anatidae,NAM
Common Goldeneye,Bucephala clangula,,ANSERIFORMES,Anatidae,NAM
Barrow's Goldeneye,Bucephala islandica,,ANSERIFORMES,Anatidae,NAM
Smew,Mergellus albellus,,ANSERIFORMES,Anatidae,NAM
Hooded Merganser,Lophodytes cucullatus,,ANSERIFORMES,Anatidae,NAM
Common Merganser,Mergus merganser,,ANSERIFORMES,Anatidae,NAM
Red-breasted Merganser,Mergus serrator,,ANSERIFORMES,Anatidae,NAM
Masked Duck,Nomonyx dominicus,,ANSERIFORMES,Anatidae,NAM
Ruddy Duck,Oxyura jamaicensis,,ANSERIFORMES,Anatidae,NAM
Andean Duck,Oxyura ferruginea,Uncertain origin,ANSERIFORMES,Anatidae,NAM
Plain Chachalaca,Ortalis vetula,,GALLIFORMES,Cracidae,NAM
Gray-headed Chachalaca,Ortalis cinereiceps,,GALLIFORMES,Cracidae,NAM
Rufous-vented Chachalaca,Ortalis ruficauda,,GALLIFORMES,Cracidae,NAM
Rufous-bellied Chachalaca,Ortalis wagleri,,GALLIFORMES,Cracidae,NAM
West Mexican Chachalaca,Ortalis poliocephala,,GALLIFORMES,Cracidae,NAM
White-bellied Chachalaca,Ortalis leucogastra,,GALLIFORMES,Cracidae,NAM
Baudo Guan,Penelope ortoni,Rare/Accidental Endangered,GALLIFORMES,Cracidae,NAM
Crested Guan,Penelope purpurascens,Near-threatened,GALLIFORMES,Cracidae,NAM
Black Guan,Chamaepetes unicolor,,GALLIFORMES,Cracidae,NAM
Highland Guan,Penelopina nigra,Vulnerable,GALLIFORMES,Cracidae,NAM
Horned Guan,Oreophasis derbianus,Endangered,GALLIFORMES,Cracidae,NAM
Great Curassow,Crax rubra,Vulnerable,GALLIFORMES,Cracidae,NAM
Helmeted Guineafowl,Numida meleagris,Introduced species,GALLIFORMES,Numididae,NAM
Tawny-faced Quail,Rhynchortyx cinctus,Near-threatened,GALLIFORMES,Odontophoridae,NAM
Mountain Quail,Oreortyx pictus,,GALLIFORMES,Odontophoridae,NAM
Buffy-crowned Wood-Partridge,Dendrortyx leucophrys,,GALLIFORMES,Odontophoridae,NAM
Long-tailed Wood-Partridge,Dendrortyx macroura,,GALLIFORMES,Odontophoridae,NAM
Bearded Wood-Partridge,Dendrortyx barbatus,Vulnerable,GALLIFORMES,Odontophoridae,NAM
Banded Quail,Philortyx fasciatus,,GALLIFORMES,Odontophoridae,NAM
Northern Bobwhite,Colinus virginianus,Near-threatened,GALLIFORMES,Odontophoridae,NAM
Black-throated Bobwhite,Colinus nigrogularis,,GALLIFORMES,Odontophoridae,NAM
Spot-bellied Bobwhite,Colinus leucopogon,,GALLIFORMES,Odontophoridae,NAM
Crested Bobwhite,Colinus cristatus,,GALLIFORMES,Odontophoridae,NAM
Scaled Quail,Callipepla squamata,,GALLIFORMES,Odontophoridae,NAM
Elegant Quail,Callipepla douglasii,,GALLIFORMES,Odontophoridae,NAM
California Quail,Callipepla californica,,GALLIFORMES,Odontophoridae,NAM
Gambel's Quail,Callipepla gambelii,,GALLIFORMES,Odontophoridae,NAM
Montezuma Quail,Cyrtonyx montezumae,,GALLIFORMES,Odontophoridae,NAM
Ocellated Quail,Cyrtonyx ocellatus,Vulnerable,GALLIFORMES,Odontophoridae,NAM
Singing Quail,Dactylortyx thoracicus,,GALLIFORMES,Odontophoridae,NAM
Marbled Wood-Quail,Odontophorus gujanensis,,GALLIFORMES,Odontophoridae,NAM
Black-eared Wood-Quail,Odontophorus melanotis,Near-threatened,GALLIFORMES,Odontophoridae,NAM
Rufous-fronted Wood-Quail,Odontophorus erythrops,,GALLIFORMES,Odontophoridae,NAM
Tacarcuna Wood-Quail,Odontophorus dialeucos,,GALLIFORMES,Odontophoridae,NAM
Black-breasted Wood-Quail,Odontophorus leucolaemus,,GALLIFORMES,Odontophoridae,NAM
Spotted Wood-Quail,Odontophorus guttatus,,GALLIFORMES,Odontophoridae,NAM
Wild Turkey,Meleagris gallopavo,,GALLIFORMES,Phasianidae,NAM
Ocellated Turkey,Meleagris ocellata,Near-threatened,GALLIFORMES,Phasianidae,NAM
Ruffed Grouse,Bonasa umbellus,,GALLIFORMES,Phasianidae,NAM
Greater Sage-Grouse,Centrocercus urophasianus,Near-threatened,GALLIFORMES,Phasianidae,NAM
Gunnison Sage-Grouse,Centrocercus minimus,Endangered,GALLIFORMES,Phasianidae,NAM
Dusky Grouse,Dendragapus obscurus,,GALLIFORMES,Phasianidae,NAM
Sooty Grouse,Dendragapus fuliginosus,,GALLIFORMES,Phasianidae,NAM
Sharp-tailed Grouse,Tympanuchus phasianellus,,GALLIFORMES,Phasianidae,NAM
Greater Prairie-Chicken,Tympanuchus cupido,Near-threatened,GALLIFORMES,Phasianidae,NAM
Lesser Prairie-Chicken,Tympanuchus pallidicinctus,Vulnerable,GALLIFORMES,Phasianidae,NAM
White-tailed Ptarmigan,Lagopus leucura,,GALLIFORMES,Phasianidae,NAM
Willow Ptarmigan,Lagopus lagopus,,GALLIFORMES,Phasianidae,NAM
Rock Ptarmigan,Lagopus muta,,GALLIFORMES,Phasianidae,NAM
Spruce Grouse,Canachites canadensis,,GALLIFORMES,Phasianidae,NAM
Gray Partridge,Perdix perdix,Introduced species,GALLIFORMES,Phasianidae,NAM
Elliot's Pheasant,Syrmaticus ellioti,Introduced species,GALLIFORMES,Phasianidae,NAM
Lady Amherst's Pheasant,Chrysolophus amherstiae,Introduced species,GALLIFORMES,Phasianidae,NAM
Ring-necked Pheasant,Phasianus colchicus,Introduced species,GALLIFORMES,Phasianidae,NAM
Green Pheasant,Phasianus versicolor,Introduced species,GALLIFORMES,Phasianidae,NAM
Kalij Pheasant,Lophura leucomelanos,Introduced species,GALLIFORMES,Phasianidae,NAM
Silver Pheasant,Lophura nycthemera,Introduced species,GALLIFORMES,Phasianidae,NAM
Indian Peafowl,Pavo cristatus,Introduced species,GALLIFORMES,Phasianidae,NAM
Chinese Bamboo-Partridge,Bambusicola thoracicus,Introduced species,GALLIFORMES,Phasianidae,NAM
Red Junglefowl,Gallus gallus,Introduced species,GALLIFORMES,Phasianidae,NAM
Gray Francolin,Ortygornis pondicerianus,Introduced species,GALLIFORMES,Phasianidae,NAM
Black Francolin,Francolinus francolinus,Introduced species,GALLIFORMES,Phasianidae,NAM
Himalayan Snowcock,Tetraogallus himalayensis,Introduced species,GALLIFORMES,Phasianidae,NAM
Common Quail,Coturnix coturnix,Introduced species,GALLIFORMES,Phasianidae,NAM
Japanese Quail,Coturnix japonica,Introduced species Near-threatened,GALLIFORMES,Phasianidae,NAM
Red-legged Partridge,Alectoris rufa,Extirpated Near-threatened,GALLIFORMES,Phasianidae,NAM
Chukar,Alectoris chukar,Introduced species,GALLIFORMES,Phasianidae,NAM
Erckel's Spurfowl,Pternistis erckelii,Introduced species,GALLIFORMES,Phasianidae,NAM
Rock Pigeon,Columba livia,Introduced species,COLUMBIFORMES,Columbidae,NAM
Common Wood-Pigeon,Columba palumbus,Rare/Accidental,COLUMBIFORMES,Columbidae,NAM
Pale-vented Pigeon,Patagioenas cayennensis,,COLUMBIFORMES,Columbidae,NAM
Scaled Pigeon,Patagioenas speciosa,,COLUMBIFORMES,Columbidae,NAM
Scaly-naped Pigeon,Patagioenas squamosa,,COLUMBIFORMES,Columbidae,NAM
Bare-eyed Pigeon,Patagioenas corensis,Introduced species,COLUMBIFORMES,Columbidae,NAM
White-crowned Pigeon,Patagioenas leucocephala,Near-threatened,COLUMBIFORMES,Columbidae,NAM
Red-billed Pigeon,Patagioenas flavirostris,,COLUMBIFORMES,Columbidae,NAM
Plain Pigeon,Patagioenas inornata,Near-threatened,COLUMBIFORMES,Columbidae,NAM
Band-tailed Pigeon,Patagioenas fasciata,,COLUMBIFORMES,Columbidae,NAM
Ring-tailed Pigeon,Patagioenas caribaea,Vulnerable,COLUMBIFORMES,Columbidae,NAM
Plumbeous Pigeon,Patagioenas plumbea,,COLUMBIFORMES,Columbidae,NAM
Ruddy Pigeon,Patagioenas subvinacea,,COLUMBIFORMES,Columbidae,NAM
Short-billed Pigeon,Patagioenas nigrirostris,,COLUMBIFORMES,Columbidae,NAM
Dusky Pigeon,Patagioenas goodsoni,,COLUMBIFORMES,Columbidae,NAM
Passenger Pigeon,Ectopistes migratorius,Extinct,COLUMBIFORMES,Columbidae,NAM
European Turtle-Dove,Streptopelia turtur,Rare/Accidental Vulnerable,COLUMBIFORMES,Columbidae,NAM
Oriental Turtle-Dove,Streptopelia orientalis,,COLUMBIFORMES,Columbidae,NAM
Eurasian Collared-Dove,Streptopelia decaocto,Introduced species,COLUMBIFORMES,Columbidae,NAM
African Collared-Dove,Streptopelia roseogrisea,Introduced species,COLUMBIFORMES,Columbidae,NAM
Spotted Dove,Spilopelia chinensis,Introduced species,COLUMBIFORMES,Columbidae,NAM
Zebra Dove,Geopelia striata,,COLUMBIFORMES,Columbidae,NAM
Inca Dove,Columbina inca,,COLUMBIFORMES,Columbidae,NAM
Common Ground Dove,Columbina passerina,,COLUMBIFORMES,Columbidae,NAM
Plain-breasted Ground Dove,Columbina minuta,,COLUMBIFORMES,Columbidae,NAM
Ruddy Ground Dove,Columbina talpacoti,,COLUMBIFORMES,Columbidae,NAM
Blue Ground Dove,Claravis pretiosa,,COLUMBIFORMES,Columbidae,NAM
Maroon-chested Ground Dove,Paraclaravis mondetoura,,COLUMBIFORMES,Columbidae,NAM
Blue-headed Quail-Dove,Starnoenas cyanocephala,Endangered,COLUMBIFORMES,Columbidae,NAM
Crested Quail-Dove,Geotrygon versicolor,Near-threatened,COLUMBIFORMES,Columbidae,NAM
Ruddy Quail-Dove,Geotrygon montana,,COLUMBIFORMES,Columbidae,NAM
Violaceous Quail-Dove,Geotrygon violacea,,COLUMBIFORMES,Columbidae,NAM
Gray-fronted Quail-Dove,Geotrygon caniceps,Vulnerable,COLUMBIFORMES,Columbidae,NAM
White-fronted Quail-Dove,Geotrygon leucometopia,Endangered,COLUMBIFORMES,Columbidae,NAM
Key West Quail-Dove,Geotrygon chrysia,,COLUMBIFORMES,Columbidae,NAM
Bridled Quail-Dove,Geotrygon mystacea,,COLUMBIFORMES,Columbidae,NAM
Olive-backed Quail-Dove,Leptotrygon veraguensis,,COLUMBIFORMES,Columbidae,NAM
White-tipped Dove,Leptotila verreauxi,,COLUMBIFORMES,Columbidae,NAM
Caribbean Dove,Leptotila jamaicensis,,COLUMBIFORMES,Columbidae,NAM
Gray-chested Dove,Leptotila cassinii,,COLUMBIFORMES,Columbidae,NAM
Gray-headed Dove,Leptotila plumbeiceps,,COLUMBIFORMES,Columbidae,NAM
Grenada Dove,Leptotila wellsi,Critically endangered,COLUMBIFORMES,Columbidae,NAM
Tuxtla Quail-Dove,Zentrygon carrikeri,Endangered,COLUMBIFORMES,Columbidae,NAM
Buff-fronted Quail-Dove,Zentrygon costaricensis,,COLUMBIFORMES,Columbidae,NAM
Purplish-backed Quail-Dove,Zentrygon lawrencii,,COLUMBIFORMES,Columbidae,NAM
White-faced Quail-Dove,Zentrygon albifacies,,COLUMBIFORMES,Columbidae,NAM
Chiriqui Quail-Dove,Zentrygon chiriquensis,,COLUMBIFORMES,Columbidae,NAM
Russet-crowned Quail-Dove,Zentrygon goldmani,Near-threatened,COLUMBIFORMES,Columbidae,NAM
White-winged Dove,Zenaida asiatica,,COLUMBIFORMES,Columbidae,NAM
Zenaida Dove,Zenaida aurita,,COLUMBIFORMES,Columbidae,NAM
Eared Dove,Zenaida auriculata,,COLUMBIFORMES,Columbidae,NAM
Mourning Dove,Zenaida macroura,,COLUMBIFORMES,Columbidae,NAM
Socorro Dove,Zenaida graysoni,Extinct in the wild,COLUMBIFORMES,Columbidae,NAM
Pied Imperial-Pigeon,Ducula bicolor,Introduced species,COLUMBIFORMES,Columbidae,NAM
Chestnut-bellied Sandgrouse,Pterocles exustus,Introduced species,PTEROCLIFORMES,Pteroclidae,NAM
Greater Ani,Crotophaga major,,CUCULIFORMES,Cuculidae,NAM
Smooth-billed Ani,Crotophaga ani,,CUCULIFORMES,Cuculidae,NAM
Groove-billed Ani,Crotophaga sulcirostris,,CUCULIFORMES,Cuculidae,NAM
Striped Cuckoo,Tapera naevia,,CUCULIFORMES,Cuculidae,NAM
Pheasant Cuckoo,Dromococcyx phasianellus,,CUCULIFORMES,Cuculidae,NAM
Lesser Ground-Cuckoo,Morococcyx erythropygus,,CUCULIFORMES,Cuculidae,NAM
Lesser Roadrunner,Geococcyx velox,,CUCULIFORMES,Cuculidae,NAM
Greater Roadrunner,Geococcyx californianus,,CUCULIFORMES,Cuculidae,NAM
Rufous-vented Ground-Cuckoo,Neomorphus geoffroyi,,CUCULIFORMES,Cuculidae,NAM
Little Cuckoo,Coccycua minuta,,CUCULIFORMES,Cuculidae,NAM
Dwarf Cuckoo,Coccycua pumila,,CUCULIFORMES,Cuculidae,NAM
Squirrel Cuckoo,Piaya cayana,,CUCULIFORMES,Cuculidae,NAM
Dark-billed Cuckoo,Coccyzus melacoryphus,Rare/Accidental,CUCULIFORMES,Cuculidae,NAM
Yellow-billed Cuckoo,Coccyzus americanus,,CUCULIFORMES,Cuculidae,NAM
Pearly-breasted Cuckoo,Coccyzus euleri,,CUCULIFORMES,Cuculidae,NAM
Mangrove Cuckoo,Coccyzus minor,,CUCULIFORMES,Cuculidae,NAM
Cocos Cuckoo,Coccyzus ferrugineus,Vulnerable,CUCULIFORMES,Cuculidae,NAM
Black-billed Cuckoo,Coccyzus erythropthalmus,,CUCULIFORMES,Cuculidae,NAM
Gray-capped Cuckoo,Coccyzus lansbergi,,CUCULIFORMES,Cuculidae,NAM
Chestnut-bellied Cuckoo,Coccyzus pluvialis,,CUCULIFORMES,Cuculidae,NAM
Bay-breasted Cuckoo,Coccyzus rufigularis,Endangered,CUCULIFORMES,Cuculidae,NAM
Jamaican Lizard-Cuckoo,Coccyzus vetula,,CUCULIFORMES,Cuculidae,NAM
Puerto Rican Lizard-Cuckoo,Coccyzus vieilloti,,CUCULIFORMES,Cuculidae,NAM
Great Lizard-Cuckoo,Coccyzus merlini,,CUCULIFORMES,Cuculidae,NAM
Hispaniolan Lizard-Cuckoo,Coccyzus longirostris,,CUCULIFORMES,Cuculidae,NAM
Common Cuckoo,Cuculus canorus,,CUCULIFORMES,Cuculidae,NAM
Oriental Cuckoo,Cuculus optatus,Rare/Accidental,CUCULIFORMES,Cuculidae,NAM
Lesser Nighthawk,Chordeiles acutipennis,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Common Nighthawk,Chordeiles minor,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Antillean Nighthawk,Chordeiles gundlachii,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Short-tailed Nighthawk,Lurocalis semitorquatus,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Common Pauraque,Nyctidromus albicollis,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Spot-tailed Nightjar,Antiurus maculicaudus,,CAPRIMULGIFORMES,Caprimulgidae,NAM
White-tailed Nightjar,Hydropsalis cayennensis,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Jamaican Pauraque,Siphonorhis americana,Critically endangered,CAPRIMULGIFORMES,Caprimulgidae,NAM
Least Pauraque,Siphonorhis brewsteri,Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,NAM
Eared Poorwill,Nyctiphrynus mcleodii,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Yucatan Poorwill,Nyctiphrynus yucatanicus,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Ocellated Poorwill,Nyctiphrynus ocellatus,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Common Poorwill,Phalaenoptilus nuttallii,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Chuck-will's-widow,Antrostomus carolinensis,Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,NAM
Rufous Nightjar,Antrostomus rufus,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Cuban Nightjar,Antrostomus cubanensis,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Hispaniolan Nightjar,Antrostomus ekmani,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Tawny-collared Nightjar,Antrostomus salvini,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Yucatan Nightjar,Antrostomus badius,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Buff-collared Nightjar,Antrostomus ridgwayi,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Eastern Whip-poor-will,Antrostomus vociferus,Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,NAM
Dusky Nightjar,Antrostomus saturatus,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Mexican Whip-poor-will,Antrostomus arizonae,,CAPRIMULGIFORMES,Caprimulgidae,NAM
Puerto Rican Nightjar,Antrostomus noctitherus,Vulnerable,CAPRIMULGIFORMES,Caprimulgidae,NAM
Gray Nightjar,Caprimulgus jotaka,Rare/Accidental,CAPRIMULGIFORMES,Caprimulgidae,NAM
Great Potoo,Nyctibius grandis,,NYCTIBIIFORMES,Nyctibiidae,NAM
Common Potoo,Nyctibius griseus,,NYCTIBIIFORMES,Nyctibiidae,NAM
Northern Potoo,Nyctibius jamaicensis,,NYCTIBIIFORMES,Nyctibiidae,NAM
Oilbird,Steatornis caripensis,,STEATORNITHIFORMES,Steatornithidae,NAM
Black Swift,Cypseloides niger,Vulnerable,APODIFORMES,Apodidae,NAM
White-fronted Swift,Cypseloides storeri,Data deficient,APODIFORMES,Apodidae,NAM
White-chinned Swift,Cypseloides cryptus,,APODIFORMES,Apodidae,NAM
Spot-fronted Swift,Cypseloides cherriei,,APODIFORMES,Apodidae,NAM
Chestnut-collared Swift,Streptoprocne rutila,,APODIFORMES,Apodidae,NAM
White-collared Swift,Streptoprocne zonaris,,APODIFORMES,Apodidae,NAM
White-naped Swift,Streptoprocne semicollaris,,APODIFORMES,Apodidae,NAM
Gray-rumped Swift,Chaetura cinereiventris,,APODIFORMES,Apodidae,NAM
Band-rumped Swift,Chaetura spinicaudus,,APODIFORMES,Apodidae,NAM
Costa Rican Swift,Chaetura fumosa,,APODIFORMES,Apodidae,NAM
Lesser Antillean Swift,Chaetura martinica,,APODIFORMES,Apodidae,NAM
Chimney Swift,Chaetura pelagica,Vulnerable,APODIFORMES,Apodidae,NAM
Vaux's Swift,Chaetura vauxi,,APODIFORMES,Apodidae,NAM
Chapman's Swift,Chaetura chapmani,,APODIFORMES,Apodidae,NAM
Ashy-tailed Swift,Chaetura andrei,Vulnerable,APODIFORMES,Apodidae,NAM
Sick's Swift,Chaetura meridionalis,Rare/Accidental,APODIFORMES,Apodidae,NAM
Short-tailed Swift,Chaetura brachyura,,APODIFORMES,Apodidae,NAM
White-throated Needletail,Hirundapus caudacutus,,APODIFORMES,Apodidae,NAM
Mariana Swiftlet,Aerodramus bartschi,Vulnerable,APODIFORMES,Apodidae,NAM
White-nest Swiftlet,Aerodramus fuciphagus,,APODIFORMES,Apodidae,NAM
Alpine Swift,Tachymarptis melba,,APODIFORMES,Apodidae,NAM
Common Swift,Apus apus,,APODIFORMES,Apodidae,NAM
Pacific Swift,Apus pacificus,,APODIFORMES,Apodidae,NAM
Little Swift,Apus affinis,Rare/Accidental,APODIFORMES,Apodidae,NAM
House Swift,Apus nipalensis,Rare/Accidental,APODIFORMES,Apodidae,NAM
White-throated Swift,Aeronautes saxatalis,,APODIFORMES,Apodidae,NAM
Lesser Swallow-tailed Swift,Panyptila cayennensis,,APODIFORMES,Apodidae,NAM
Great Swallow-tailed Swift,Panyptila sanctihieronymi,,APODIFORMES,Apodidae,NAM
Antillean Palm Swift,Tachornis phoenicobia,,APODIFORMES,Apodidae,NAM
White-necked Jacobin,Florisuga mellivora,,APODIFORMES,Trochilidae,NAM
White-tipped Sicklebill,Eutoxeres aquila,,APODIFORMES,Trochilidae,NAM
Bronzy Hermit,Glaucis aeneus,,APODIFORMES,Trochilidae,NAM
Rufous-breasted Hermit,Glaucis hirsutus,,APODIFORMES,Trochilidae,NAM
Band-tailed Barbthroat,Threnetes ruckeri,,APODIFORMES,Trochilidae,NAM
White-whiskered Hermit,Phaethornis yaruqui,Rare/Accidental,APODIFORMES,Trochilidae,NAM
Green Hermit,Phaethornis guy,,APODIFORMES,Trochilidae,NAM
Long-billed Hermit,Phaethornis longirostris,,APODIFORMES,Trochilidae,NAM
Mexican Hermit,Phaethornis mexicanus,,APODIFORMES,Trochilidae,NAM
Pale-bellied Hermit,Phaethornis anthophilus,,APODIFORMES,Trochilidae,NAM
Stripe-throated Hermit,Phaethornis striigularis,,APODIFORMES,Trochilidae,NAM
Green-fronted Lancebill,Doryfera ludovicae,,APODIFORMES,Trochilidae,NAM
Brown Violetear,Colibri delphinae,,APODIFORMES,Trochilidae,NAM
Mexican Violetear,Colibri thalassinus,,APODIFORMES,Trochilidae,NAM
Lesser Violetear,Colibri cyanotus,,APODIFORMES,Trochilidae,NAM
Tooth-billed Hummingbird,Androdon aequatorialis,,APODIFORMES,Trochilidae,NAM
