"scientific_name","common_name","order","family","status_AFR","status_ASI","status_AUS","status_CA","status_CAM","status_CAR","status_EUR","status_hol","status_MID","status_NAM","status_NaN","status_nea","status_oaq","status_oat","status_OCE","status_oin","status_opa","status_PAC","status_pal","status_SAM","status_TT","status_US48","status_USak","status_UShi","status_XX","regions"
"Psilopogon rafflesii","Red-crowned Barbet","PICIFORMES","Megalaimidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon mystacophanos","Red-throated Barbet","PICIFORMES","Megalaimidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon javensis","Black-banded Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon pulcherrimus","Golden-naped Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon henricii","Yellow-crowned Barbet","PICIFORMES","Megalaimidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon armillaris","Flame-fronted Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon faiostrictus","Green-eared Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon lineatus","Lineated Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon zeylanicus","Brown-headed Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon viridis","White-cheeked Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon flavifrons","Yellow-fronted Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon franklinii","Golden-throated Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon auricularis","Necklaced Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon monticola","Mountain Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon corvinus","Brown-throated Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon chrysopogon","Gold-whiskered Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon incognitus","Moustached Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon nuchalis","Taiwan Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon faber","Chinese Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon asiaticus","Blue-throated Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon annamensis","Indochinese Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon oorti","Black-browed Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Psilopogon chersonesus","Turquoise-throated Barbet","PICIFORMES","Megalaimidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Indicator xanthonotus","Yellow-rumped Honeyguide","PICIFORMES","Indicatoridae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Indicator archipelagicus","Malaysian Honeyguide","PICIFORMES","Indicatoridae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Picumnus innominatus","Speckled Piculet","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Sasia abnormis","Rufous Piculet","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Sasia ochracea","White-browed Piculet","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Hemicircus concretus","Gray-and-buff Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Hemicircus canente","Heart-spotted Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Picoides tridactylus","Eurasian Three-toed Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; EUR; hol; pal"
"Yungipicus temminckii","Sulawesi Pygmy Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Yungipicus maculatus","Philippine Pygmy Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Yungipicus ramsayi","Sulu Pygmy Woodpecker","PICIFORMES","Picidae",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Yungipicus nanus","Brown-capped Pygmy Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Yungipicus moluccensis","Sunda Pygmy Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Yungipicus canicapillus","Gray-capped Pygmy Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Yungipicus kizuki","Japanese Pygmy Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Leiopicus mahrattensis","Yellow-crowned Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dendrocoptes medius","Middle Spotted Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; EUR; hol; MID; pal"
"Dendrocoptes auriceps","Brown-fronted Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Dendrocoptes dorae","Arabian Woodpecker","PICIFORMES","Picidae",NA,"Near-threatened",NA,NA,NA,NA,NA,"Near-threatened","Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,NA,"ASI; hol; MID; pal"
"Dendrocopos hyperythrus","Rufous-bellied Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Dendrocopos macei","Fulvous-breasted Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dendrocopos analis","Freckle-breasted Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dendrocopos atratus","Stripe-breasted Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dendrocopos noguchii","Okinawa Woodpecker","PICIFORMES","Picidae",NA,"Endangered",NA,NA,NA,NA,NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endangered",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Dendrocopos leucotos","White-backed Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; EUR; hol; MID; pal"
"Dendrocopos darjellensis","Darjeeling Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Dendrocopos leucopterus","White-winged Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; MID; pal"
"Dendrocopos himalayensis","Himalayan Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Dendrocopos assimilis","Sind Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; MID; pal"
"Dryobates cathpharius","Crimson-naped Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dryobates pernyii","Necklaced Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Blythipicus rubiginosus","Maroon Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Blythipicus pyrrhotis","Bay Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Chrysocolaptes validus","Orange-backed Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysocolaptes guttacristatus","Greater Flameback","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysocolaptes socialis","Malabar Flameback","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysocolaptes strictus","Javan Flameback","PICIFORMES","Picidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysocolaptes haematribon","Luzon Flameback","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysocolaptes xanthocephalus","Yellow-faced Flameback","PICIFORMES","Picidae",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysocolaptes lucidus","Buff-spotted Flameback","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysocolaptes erythrocephalus","Red-headed Flameback","PICIFORMES","Picidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysocolaptes stricklandi","Crimson-backed Flameback","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysocolaptes festivus","White-naped Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Micropternus brachyurus","Rufous Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Meiglyptes tukki","Buff-necked Woodpecker","PICIFORMES","Picidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Meiglyptes grammithorax","Buff-rumped Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Meiglyptes tristis","Zebra Woodpecker","PICIFORMES","Picidae",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Meiglyptes jugularis","Black-and-buff Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Gecinulus grantia","Pale-headed Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Gecinulus viridis","Bamboo Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Gecinulus rafflesii","Olive-backed Woodpecker","PICIFORMES","Picidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dinopium shorii","Himalayan Flameback","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dinopium javanense","Common Flameback","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dinopium everetti","Spot-throated Flameback","PICIFORMES","Picidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dinopium benghalense","Black-rumped Flameback","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dinopium psarodes","Red-backed Flameback","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Picus chlorolophus","Lesser Yellownape","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Picus puniceus","Crimson-winged Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Picus xanthopygaeus","Streak-throated Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Picus squamatus","Scaly-bellied Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"","Extirpated",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; MID; pal"
"Picus rabieri","Red-collared Woodpecker","PICIFORMES","Picidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Picus viridanus","Streak-breasted Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Picus vittatus","Laced Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Picus awokera","Japanese Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Picus canus","Gray-headed Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; EUR; hol; MID; pal"
"Picus erythropygius","Black-headed Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Picus viridis","Eurasian Green Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; EUR; hol; MID; pal"
"Chrysophlegma miniaceum","Banded Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysophlegma flavinucha","Greater Yellownape","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Chrysophlegma mentale","Checker-throated Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Mulleripicus fulvus","Ashy Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Mulleripicus funebris","Northern Sooty-Woodpecker","PICIFORMES","Picidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Mulleripicus fuliginosus","Southern Sooty-Woodpecker","PICIFORMES","Picidae",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Mulleripicus pulverulentus","Great Slaty Woodpecker","PICIFORMES","Picidae",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dryocopus javensis","White-bellied Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; hol; pal"
"Dryocopus hodgei","Andaman Woodpecker","PICIFORMES","Picidae",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Dryocopus martius","Black Woodpecker","PICIFORMES","Picidae",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"ASI; EUR; hol; MID; pal"
"Microhierax erythrogenys","Philippine Falconet","FALCONIFORMES","Falconidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Microhierax melanoleucos","Pied Falconet","FALCONIFORMES","Falconidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Microhierax caerulescens","Collared Falconet","FALCONIFORMES","Falconidae",NA,"","Rare/Accidental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI; AUS; OCE"
"Microhierax fringillarius","Black-thighed Falconet","FALCONIFORMES","Falconidae",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Microhierax latifrons","White-fronted Falconet","FALCONIFORMES","Falconidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Neohierax insignis","White-rumped Falcon","FALCONIFORMES","Falconidae",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI"
"Falco moluccensis","Spotted Kestrel","FALCONIFORMES","Falconidae",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI; AUS; OCE"
"Falco cenchroides","Nankeen Kestrel","FALCONIFORMES","Falconidae",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI; AUS; OCE"
"Falco sparverius","American Kestrel","FALCONIFORMES","Falconidae",NA,"Rare/Accidental",NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,"",NA,NA,"","","","Rare/Accidental","","",NA,"","ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX"
"Falco severus","Oriental Hobby","FALCONIFORMES","Falconidae",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI; AUS; OCE"
"Falco longipennis","Australian Hobby","FALCONIFORMES","Falconidae",NA,"","",NA,NA,NA,NA,"Rare/Accidental",NA,NA,NA,"Rare/Accidental",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI; AUS; hol; nea; OCE"
"Falco berigora","Brown Falcon","FALCONIFORMES","Falconidae",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI; AUS; OCE"
"Falco hypoleucos","Gray Falcon","FALCONIFORMES","Falconidae",NA,"Vulnerable","Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASI; AUS; OCE"
