"scientific_name","common_name","order","family","status_AFR","status_ASI","status_AUS","status_CA","status_CAM","status_CAR","status_EUR","status_hol","status_MID","status_NAM","status_NaN","status_nea","status_oaq","status_oat","status_OCE","status_oin","status_opa","status_PAC","status_pal","status_SAM","status_TT","status_US48","status_USak","status_UShi","status_XX","regions"
"Lipaugus ater","Black-and-gold Cotinga","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Lipaugus conditus","Gray-winged Cotinga","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Lipaugus weberi","Chestnut-capped Piha","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Critically endangered",NA,NA,NA,NA,NA,"SAM"
"Lipaugus fuscocinereus","Dusky Piha","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Lipaugus uropygialis","Scimitar-winged Piha","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Procnias albus","White Bellbird","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,NA,NA,"SAM; TT"
"Procnias averano","Bearded Bellbird","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"SAM; TT"
"Procnias nudicollis","Bare-throated Bellbird","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Porphyrolaema porphyrolaema","Purple-throated Cotinga","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Xipholena punicea","Pompadour Cotinga","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Xipholena lamellipennis","White-tailed Cotinga","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Xipholena atropurpurea","White-winged Cotinga","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Gymnoderus foetidus","Bare-necked Fruitcrow","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Conioptilon mcilhennyi","Black-faced Cotinga","PASSERIFORMES","Cotingidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Tityra cayana","Black-tailed Tityra","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"SAM; TT"
"Tityra leucura","White-tailed Tityra","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data deficient",NA,NA,NA,NA,NA,"SAM"
"Schiffornis major","Varzea Schiffornis","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Schiffornis olivacea","Olivaceous Schiffornis","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Schiffornis aenea","Foothill Schiffornis","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Schiffornis turdina","Brown-winged Schiffornis","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Schiffornis virescens","Greenish Schiffornis","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Iodopleura isabellae","White-browed Purpletuft","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Iodopleura fusca","Dusky Purpletuft","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Iodopleura pipra","Buff-throated Purpletuft","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endangered",NA,NA,NA,NA,NA,"SAM"
"Laniisoma buckleyi","Andean Laniisoma","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Laniisoma elegans","Brazilian Laniisoma","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Xenopsaris albinucha","White-naped Xenopsaris","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pachyramphus viridis","Green-backed Becard","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pachyramphus spodiurus","Slaty Becard","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Pachyramphus castaneus","Chestnut-crowned Becard","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pachyramphus salvini","Cryptic Becard","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pachyramphus marginatus","Black-capped Becard","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pachyramphus surinamus","Glossy-backed Becard","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pachyramphus minor","Pink-throated Becard","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pachyramphus validus","Crested Becard","PASSERIFORMES","Tityridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Onychorhynchus swainsoni","Atlantic Royal Flycatcher","PASSERIFORMES","Onychorhynchidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Myiobius barbatus","Whiskered Flycatcher","PASSERIFORMES","Onychorhynchidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Piprites chloris","Wing-barred Piprites","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Piprites pileata","Black-capped Piprites","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Neopipo cinnamomea","Cinnamon Manakin-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Calyptura cristata","Kinglet Calyptura","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Critically endangered",NA,NA,NA,NA,NA,"SAM"
"Platyrinchus saturatus","Cinnamon-crested Spadebill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Platyrinchus flavigularis","Yellow-throated Spadebill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Platyrinchus platyrhynchos","White-crested Spadebill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Platyrinchus leucoryphus","Russet-winged Spadebill","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Tachuris rubrigastra","Many-colored Rush Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Mionectes striaticollis","Streak-necked Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Mionectes macconnelli","McConnell's Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Mionectes roraimae","Sierra de Lema Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Mionectes rufiventris","Gray-hooded Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Leptopogon rufipectus","Rufous-breasted Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Leptopogon taczanowskii","Inca Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pogonotriccus difficilis","Serra do Mar Bristle-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pogonotriccus eximius","Southern Bristle-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Pogonotriccus ophthalmicus","Marble-faced Bristle-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pogonotriccus lanyoni","Antioquia Bristle-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Pogonotriccus paulista","Sao Paulo Bristle-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Pogonotriccus poecilotis","Variegated Bristle-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pogonotriccus venezuelanus","Venezuelan Bristle-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Pogonotriccus orbitalis","Spectacled Bristle-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pogonotriccus chapmani","Chapman's Bristle-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes oustaleti","Oustalet's Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes virescens","Olive-green Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes ventralis","Mottle-cheeked Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes beckeri","Bahia Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endangered",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes kronei","Restinga Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes sylviolus","Bay-ringed Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes ceciliae","Alagoas Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Critically endangered",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes roquettei","Minas Gerais Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endangered",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes nigrifrons","Black-fronted Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes flaviventris","Rufous-lored Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes gualaquizae","Ecuadorian Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Phylloscartes parkeri","Cinnamon-faced Tyrannulet","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pseudotriccus simplex","Hazel-fronted Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Pseudotriccus ruficeps","Rufous-headed Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Corythopis torquatus","Ringed Antpipit","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Corythopis delalandi","Southern Antpipit","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiornis auricularis","Eared Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiornis albiventris","White-bellied Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Myiornis ecaudatus","Short-tailed Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"SAM; TT"
"Lophotriccus vitiosus","Double-banded Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Lophotriccus eulophotes","Long-crested Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Lophotriccus galeatus","Helmeted Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus minor","Snethlage's Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus spodiops","Yungas Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus cohnhafti","Acre Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus flammulatus","Flammulated Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus diops","Drab-breasted Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus obsoletus","Brown-breasted Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus josephinae","Boat-billed Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus zosterops","White-eyed Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus griseipectus","White-bellied Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus orbitatus","Eye-ringed Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus iohannis","Johannes's Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus striaticollis","Stripe-necked Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus nidipendulus","Hangnest Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus margaritaceiventer","Pearly-vented Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus inornatus","Pelzeln's Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus minimus","Zimmer's Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus granadensis","Black-throated Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus cinnamomeipectus","Cinnamon-breasted Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus mirandae","Buff-breasted Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus kaempferi","Kaempfer's Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus rufigularis","Buff-throated Tody-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Hemitriccus furcatus","Fork-tailed Pygmy-Tyrant","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,"SAM"
"Poecilotriccus ruficeps","Rufous-crowned Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Poecilotriccus luluae","Johnson's Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Poecilotriccus albifacies","White-cheeked Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Poecilotriccus capitalis","Black-and-white Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
"Poecilotriccus senex","Buff-cheeked Tody-Flycatcher","PASSERIFORMES","Tyrannidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"SAM"
