common_name,scientific_name,status,order,family,region
Mourning Dove,Zenaida macroura,,COLUMBIFORMES,Columbidae,CA
Groove-billed Ani,Crotophaga sulcirostris,Rare/Accidental,CUCULIFORMES,Cuculidae,CA
Yellow-billed Cuckoo,Coccyzus americanus,,CUCULIFORMES,Cuculidae,CA
Black-billed Cuckoo,Coccyzus erythropthalmus,,CUCULIFORMES,Cuculidae,CA
Common Cuckoo,Cuculus canorus,Rare/Accidental,CUCULIFORMES,Cuculidae,CA
Lesser Nighthawk,Chordeiles acutipennis,Rare/Accidental,CAPRIMULGIFORMES,Caprimulgidae,CA
Common Nighthawk,Chordeiles minor,,CAPRIMULGIFORMES,Caprimulgidae,CA
Common Poorwill,Phalaenoptilus nuttallii,,CAPRIMULGIFORMES,Caprimulgidae,CA
Chuck-will's-widow,Antrostomus carolinensis,Rare/Accidental Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,CA
Eastern Whip-poor-will,Antrostomus vociferus,Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,CA
Black Swift,Cypseloides niger,Vulnerable,APODIFORMES,Apodidae,CA
White-collared Swift,Streptoprocne zonaris,Rare/Accidental,APODIFORMES,Apodidae,CA
Chimney Swift,Chaetura pelagica,Vulnerable,APODIFORMES,Apodidae,CA
Vaux's Swift,Chaetura vauxi,,APODIFORMES,Apodidae,CA
Common Swift,Apus apus,Rare/Accidental,APODIFORMES,Apodidae,CA
Pacific Swift,Apus pacificus,Rare/Accidental,APODIFORMES,Apodidae,CA
House Swift,Apus nipalensis,Uncertain origin,APODIFORMES,Apodidae,CA
White-throated Swift,Aeronautes saxatalis,,APODIFORMES,Apodidae,CA
Mexican Violetear,Colibri thalassinus,Rare/Accidental,APODIFORMES,Trochilidae,CA
Rivoli's Hummingbird,Eugenes fulgens,Rare/Accidental,APODIFORMES,Trochilidae,CA
Amethyst-throated Mountain-gem,Lampornis amethystinus,Rare/Accidental,APODIFORMES,Trochilidae,CA
Ruby-throated Hummingbird,Archilochus colubris,,APODIFORMES,Trochilidae,CA
Black-chinned Hummingbird,Archilochus alexandri,,APODIFORMES,Trochilidae,CA
Anna's Hummingbird,Calypte anna,,APODIFORMES,Trochilidae,CA
Costa's Hummingbird,Calypte costae,Rare/Accidental,APODIFORMES,Trochilidae,CA
Calliope Hummingbird,Selasphorus calliope,,APODIFORMES,Trochilidae,CA
Rufous Hummingbird,Selasphorus rufus,Near-threatened,APODIFORMES,Trochilidae,CA
Broad-tailed Hummingbird,Selasphorus platycercus,Rare/Accidental,APODIFORMES,Trochilidae,CA
Broad-billed Hummingbird,Cynanthus latirostris,Rare/Accidental,APODIFORMES,Trochilidae,CA
Xantus's Hummingbird,Basilinna xantusii,Rare/Accidental,APODIFORMES,Trochilidae,CA
King Rail,Rallus elegans,Near-threatened,GRUIFORMES,Rallidae,CA
Clapper Rail,Rallus crepitans,Rare/Accidental,GRUIFORMES,Rallidae,CA
Virginia Rail,Rallus limicola,,GRUIFORMES,Rallidae,CA
Corn Crake,Crex crex,Rare/Accidental,GRUIFORMES,Rallidae,CA
Sora,Porzana carolina,,GRUIFORMES,Rallidae,CA
Common Gallinule,Gallinula galeata,,GRUIFORMES,Rallidae,CA
Eurasian Coot,Fulica atra,Rare/Accidental,GRUIFORMES,Rallidae,CA
American Coot,Fulica americana,,GRUIFORMES,Rallidae,CA
Purple Gallinule,Porphyrio martinica,Rare/Accidental,GRUIFORMES,Rallidae,CA
Yellow Rail,Coturnicops noveboracensis,,GRUIFORMES,Rallidae,CA
Black Rail,Laterallus jamaicensis,Rare/Accidental,GRUIFORMES,Rallidae,CA
Limpkin,Aramus guarauna,Rare/Accidental,GRUIFORMES,Aramidae,CA
Demoiselle Crane,Anthropoides virgo,Uncertain origin,GRUIFORMES,Gruidae,CA
Sandhill Crane,Antigone canadensis,,GRUIFORMES,Gruidae,CA
Common Crane,Grus grus,Rare/Accidental,GRUIFORMES,Gruidae,CA
Whooping Crane,Grus americana,Breeding endemic Endangered,GRUIFORMES,Gruidae,CA
Black-necked Stilt,Himantopus mexicanus,,CHARADRIIFORMES,Recurvirostridae,CA
American Avocet,Recurvirostra americana,,CHARADRIIFORMES,Recurvirostridae,CA
Eurasian Oystercatcher,Haematopus ostralegus,Rare/Accidental Near-threatened,CHARADRIIFORMES,Haematopodidae,CA
American Oystercatcher,Haematopus palliatus,Rare/Accidental,CHARADRIIFORMES,Haematopodidae,CA
Black Oystercatcher,Haematopus bachmani,,CHARADRIIFORMES,Haematopodidae,CA
Black-bellied Plover,Pluvialis squatarola,Vulnerable,CHARADRIIFORMES,Charadriidae,CA
European Golden-Plover,Pluvialis apricaria,Rare/Accidental,CHARADRIIFORMES,Charadriidae,CA
American Golden-Plover,Pluvialis dominica,,CHARADRIIFORMES,Charadriidae,CA
Pacific Golden-Plover,Pluvialis fulva,,CHARADRIIFORMES,Charadriidae,CA
Eurasian Dotterel,Eudromias morinellus,Rare/Accidental,CHARADRIIFORMES,Charadriidae,CA
Killdeer,Charadrius vociferus,Near-threatened,CHARADRIIFORMES,Charadriidae,CA
Common Ringed Plover,Charadrius hiaticula,,CHARADRIIFORMES,Charadriidae,CA
Semipalmated Plover,Charadrius semipalmatus,,CHARADRIIFORMES,Charadriidae,CA
Piping Plover,Charadrius melodus,Near-threatened,CHARADRIIFORMES,Charadriidae,CA
Northern Lapwing,Vanellus vanellus,Rare/Accidental Near-threatened,CHARADRIIFORMES,Charadriidae,CA
Siberian Sand-Plover,Anarhynchus mongolus,Rare/Accidental Endangered,CHARADRIIFORMES,Charadriidae,CA
Greater Sand-Plover,Anarhynchus leschenaultii,Rare/Accidental,CHARADRIIFORMES,Charadriidae,CA
Wilson's Plover,Anarhynchus wilsonia,Rare/Accidental,CHARADRIIFORMES,Charadriidae,CA
Mountain Plover,Anarhynchus montanus,Near-threatened,CHARADRIIFORMES,Charadriidae,CA
Snowy Plover,Anarhynchus nivosus,Rare/Accidental Near-threatened,CHARADRIIFORMES,Charadriidae,CA
Upland Sandpiper,Bartramia longicauda,,CHARADRIIFORMES,Scolopacidae,CA
Bristle-thighed Curlew,Numenius tahitiensis,Rare/Accidental Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Whimbrel,Numenius phaeopus,,CHARADRIIFORMES,Scolopacidae,CA
Eskimo Curlew,Numenius borealis,Critically endangered (possibly extinct),CHARADRIIFORMES,Scolopacidae,CA
Long-billed Curlew,Numenius americanus,,CHARADRIIFORMES,Scolopacidae,CA
Far Eastern Curlew,Numenius madagascariensis,Rare/Accidental Endangered,CHARADRIIFORMES,Scolopacidae,CA
Slender-billed Curlew,Numenius tenuirostris,Rare/Accidental Critically endangered,CHARADRIIFORMES,Scolopacidae,CA
Eurasian Curlew,Numenius arquata,Rare/Accidental Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Bar-tailed Godwit,Limosa lapponica,Rare/Accidental Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Black-tailed Godwit,Limosa limosa,Rare/Accidental Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Hudsonian Godwit,Limosa haemastica,Vulnerable,CHARADRIIFORMES,Scolopacidae,CA
Marbled Godwit,Limosa fedoa,Vulnerable,CHARADRIIFORMES,Scolopacidae,CA
Short-billed Dowitcher,Limnodromus griseus,Vulnerable,CHARADRIIFORMES,Scolopacidae,CA
Long-billed Dowitcher,Limnodromus scolopaceus,Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Jack Snipe,Lymnocryptes minimus,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
American Woodcock,Scolopax minor,,CHARADRIIFORMES,Scolopacidae,CA
Eurasian Woodcock,Scolopax rusticola,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
Common Snipe,Gallinago gallinago,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
Wilson's Snipe,Gallinago delicata,,CHARADRIIFORMES,Scolopacidae,CA
Wilson's Phalarope,Phalaropus tricolor,,CHARADRIIFORMES,Scolopacidae,CA
Red Phalarope,Phalaropus fulicarius,,CHARADRIIFORMES,Scolopacidae,CA
Red-necked Phalarope,Phalaropus lobatus,,CHARADRIIFORMES,Scolopacidae,CA
Terek Sandpiper,Xenus cinereus,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
Spotted Sandpiper,Actitis macularius,,CHARADRIIFORMES,Scolopacidae,CA
Solitary Sandpiper,Tringa solitaria,,CHARADRIIFORMES,Scolopacidae,CA
Gray-tailed Tattler,Tringa brevipes,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
Wandering Tattler,Tringa incana,,CHARADRIIFORMES,Scolopacidae,CA
Marsh Sandpiper,Tringa stagnatilis,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
Wood Sandpiper,Tringa glareola,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
Common Redshank,Tringa totanus,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
Lesser Yellowlegs,Tringa flavipes,Vulnerable,CHARADRIIFORMES,Scolopacidae,CA
Willet,Tringa semipalmata,,CHARADRIIFORMES,Scolopacidae,CA
Spotted Redshank,Tringa erythropus,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
Common Greenshank,Tringa nebularia,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
Greater Yellowlegs,Tringa melanoleuca,Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Ruddy Turnstone,Arenaria interpres,Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Black Turnstone,Arenaria melanocephala,,CHARADRIIFORMES,Scolopacidae,CA
Great Knot,Calidris tenuirostris,Rare/Accidental Endangered,CHARADRIIFORMES,Scolopacidae,CA
Red Knot,Calidris canutus,Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Surfbird,Calidris virgata,,CHARADRIIFORMES,Scolopacidae,CA
Ruff,Calidris pugnax,,CHARADRIIFORMES,Scolopacidae,CA
Sharp-tailed Sandpiper,Calidris acuminata,Rare/Accidental Vulnerable,CHARADRIIFORMES,Scolopacidae,CA
Curlew Sandpiper,Calidris ferruginea,Rare/Accidental Vulnerable,CHARADRIIFORMES,Scolopacidae,CA
Stilt Sandpiper,Calidris himantopus,Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Temminck's Stint,Calidris temminckii,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
Red-necked Stint,Calidris ruficollis,Rare/Accidental Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Spoon-billed Sandpiper,Calidris pygmaea,Rare/Accidental Critically endangered,CHARADRIIFORMES,Scolopacidae,CA
Buff-breasted Sandpiper,Calidris subruficollis,Vulnerable,CHARADRIIFORMES,Scolopacidae,CA
Sanderling,Calidris alba,,CHARADRIIFORMES,Scolopacidae,CA
Dunlin,Calidris alpina,Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Purple Sandpiper,Calidris maritima,,CHARADRIIFORMES,Scolopacidae,CA
Rock Sandpiper,Calidris ptilocnemis,,CHARADRIIFORMES,Scolopacidae,CA
Baird's Sandpiper,Calidris bairdii,,CHARADRIIFORMES,Scolopacidae,CA
Little Stint,Calidris minuta,Rare/Accidental,CHARADRIIFORMES,Scolopacidae,CA
White-rumped Sandpiper,Calidris fuscicollis,Vulnerable,CHARADRIIFORMES,Scolopacidae,CA
Least Sandpiper,Calidris minutilla,Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Pectoral Sandpiper,Calidris melanotos,,CHARADRIIFORMES,Scolopacidae,CA
Western Sandpiper,Calidris mauri,,CHARADRIIFORMES,Scolopacidae,CA
Semipalmated Sandpiper,Calidris pusilla,Near-threatened,CHARADRIIFORMES,Scolopacidae,CA
Long-tailed Jaeger,Stercorarius longicaudus,,CHARADRIIFORMES,Stercorariidae,CA
Parasitic Jaeger,Stercorarius parasiticus,,CHARADRIIFORMES,Stercorariidae,CA
Pomarine Jaeger,Stercorarius pomarinus,,CHARADRIIFORMES,Stercorariidae,CA
Great Skua,Stercorarius skua,,CHARADRIIFORMES,Stercorariidae,CA
South Polar Skua,Stercorarius maccormicki,,CHARADRIIFORMES,Stercorariidae,CA
Rhinoceros Auklet,Cerorhinca monocerata,,CHARADRIIFORMES,Alcidae,CA
Tufted Puffin,Fratercula cirrhata,,CHARADRIIFORMES,Alcidae,CA
Atlantic Puffin,Fratercula arctica,Vulnerable,CHARADRIIFORMES,Alcidae,CA
Horned Puffin,Fratercula corniculata,,CHARADRIIFORMES,Alcidae,CA
Cassin's Auklet,Ptychoramphus aleuticus,Near-threatened,CHARADRIIFORMES,Alcidae,CA
Least Auklet,Aethia pusilla,Rare/Accidental,CHARADRIIFORMES,Alcidae,CA
Crested Auklet,Aethia cristatella,Rare/Accidental,CHARADRIIFORMES,Alcidae,CA
Parakeet Auklet,Aethia psittacula,Rare/Accidental,CHARADRIIFORMES,Alcidae,CA
Long-billed Murrelet,Brachyramphus perdix,Rare/Accidental Near-threatened,CHARADRIIFORMES,Alcidae,CA
Kittlitz's Murrelet,Brachyramphus brevirostris,Rare/Accidental Near-threatened,CHARADRIIFORMES,Alcidae,CA
Marbled Murrelet,Brachyramphus marmoratus,Endangered,CHARADRIIFORMES,Alcidae,CA
Black Guillemot,Cepphus grylle,,CHARADRIIFORMES,Alcidae,CA
Pigeon Guillemot,Cepphus columba,,CHARADRIIFORMES,Alcidae,CA
Razorbill,Alca torda,,CHARADRIIFORMES,Alcidae,CA
Great Auk,Pinguinus impennis,Rare/Accidental Extinct,CHARADRIIFORMES,Alcidae,CA
Dovekie,Alle alle,,CHARADRIIFORMES,Alcidae,CA
Thick-billed Murre,Uria lomvia,,CHARADRIIFORMES,Alcidae,CA
Common Murre,Uria aalge,,CHARADRIIFORMES,Alcidae,CA
Ancient Murrelet,Synthliboramphus antiquus,,CHARADRIIFORMES,Alcidae,CA
Scripps's Murrelet,Synthliboramphus scrippsi,Rare/Accidental Vulnerable,CHARADRIIFORMES,Alcidae,CA
Guadalupe Murrelet,Synthliboramphus hypoleucus,Rare/Accidental Endangered,CHARADRIIFORMES,Alcidae,CA
Little Gull,Hydrocoloeus minutus,,CHARADRIIFORMES,Laridae,CA
Ross's Gull,Rhodostethia rosea,,CHARADRIIFORMES,Laridae,CA
Black-legged Kittiwake,Rissa tridactyla,Vulnerable,CHARADRIIFORMES,Laridae,CA
Red-legged Kittiwake,Rissa brevirostris,Rare/Accidental Vulnerable,CHARADRIIFORMES,Laridae,CA
Ivory Gull,Pagophila eburnea,Near-threatened,CHARADRIIFORMES,Laridae,CA
Sabine's Gull,Xema sabini,,CHARADRIIFORMES,Laridae,CA
Bonaparte's Gull,Chroicocephalus philadelphia,,CHARADRIIFORMES,Laridae,CA
Black-headed Gull,Chroicocephalus ridibundus,,CHARADRIIFORMES,Laridae,CA
Laughing Gull,Leucophaeus atricilla,,CHARADRIIFORMES,Laridae,CA
Franklin's Gull,Leucophaeus pipixcan,,CHARADRIIFORMES,Laridae,CA
Black-tailed Gull,Larus crassirostris,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Heermann's Gull,Larus heermanni,Near-threatened,CHARADRIIFORMES,Laridae,CA
Common Gull,Larus canus,,CHARADRIIFORMES,Laridae,CA
Short-billed Gull,Larus brachyrhynchus,,CHARADRIIFORMES,Laridae,CA
Ring-billed Gull,Larus delawarensis,,CHARADRIIFORMES,Laridae,CA
Western Gull,Larus occidentalis,,CHARADRIIFORMES,Laridae,CA
Kelp Gull,Larus dominicanus,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
American Herring Gull,Larus smithsonianus,,CHARADRIIFORMES,Laridae,CA
Vega Gull,Larus vegae,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
European Herring Gull,Larus argentatus,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Yellow-legged Gull,Larus michahellis,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Great Black-backed Gull,Larus marinus,,CHARADRIIFORMES,Laridae,CA
Glaucous Gull,Larus hyperboreus,,CHARADRIIFORMES,Laridae,CA
Lesser Black-backed Gull,Larus fuscus,,CHARADRIIFORMES,Laridae,CA
California Gull,Larus californicus,,CHARADRIIFORMES,Laridae,CA
Glaucous-winged Gull,Larus glaucescens,,CHARADRIIFORMES,Laridae,CA
Slaty-backed Gull,Larus schistisagus,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Iceland Gull,Larus glaucoides,Breeding endemic,CHARADRIIFORMES,Laridae,CA
Black Skimmer,Rynchops niger,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Aleutian Tern,Onychoprion aleuticus,Rare/Accidental Vulnerable,CHARADRIIFORMES,Laridae,CA
Sooty Tern,Onychoprion fuscatus,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Bridled Tern,Onychoprion anaethetus,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Least Tern,Sternula antillarum,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Gull-billed Tern,Gelochelidon nilotica,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Caspian Tern,Hydroprogne caspia,,CHARADRIIFORMES,Laridae,CA
Black Tern,Chlidonias niger,,CHARADRIIFORMES,Laridae,CA
White-winged Tern,Chlidonias leucopterus,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Forster's Tern,Sterna forsteri,,CHARADRIIFORMES,Laridae,CA
Arctic Tern,Sterna paradisaea,,CHARADRIIFORMES,Laridae,CA
Common Tern,Sterna hirundo,,CHARADRIIFORMES,Laridae,CA
Roseate Tern,Sterna dougallii,,CHARADRIIFORMES,Laridae,CA
Sandwich Tern,Thalasseus sandvicensis,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
Elegant Tern,Thalasseus elegans,Rare/Accidental Near-threatened,CHARADRIIFORMES,Laridae,CA
Royal Tern,Thalasseus maximus,Rare/Accidental,CHARADRIIFORMES,Laridae,CA
American Flamingo,Phoenicopterus ruber,Uncertain origin,PHOENICOPTERIFORMES,Phoenicopteridae,CA
Pied-billed Grebe,Podilymbus podiceps,,PODICIPEDIFORMES,Podicipedidae,CA
Horned Grebe,Podiceps auritus,Vulnerable,PODICIPEDIFORMES,Podicipedidae,CA
Red-necked Grebe,Podiceps grisegena,,PODICIPEDIFORMES,Podicipedidae,CA
Eared Grebe,Podiceps nigricollis,,PODICIPEDIFORMES,Podicipedidae,CA
Western Grebe,Aechmophorus occidentalis,,PODICIPEDIFORMES,Podicipedidae,CA
Clark's Grebe,Aechmophorus clarkii,,PODICIPEDIFORMES,Podicipedidae,CA
White-tailed Tropicbird,Phaethon lepturus,Rare/Accidental,PHAETHONTIFORMES,Phaethontidae,CA
Red-billed Tropicbird,Phaethon aethereus,Rare/Accidental,PHAETHONTIFORMES,Phaethontidae,CA
Red-tailed Tropicbird,Phaethon rubricauda,Rare/Accidental,PHAETHONTIFORMES,Phaethontidae,CA
Red-throated Loon,Gavia stellata,,GAVIIFORMES,Gaviidae,CA
Arctic Loon,Gavia arctica,Rare/Accidental,GAVIIFORMES,Gaviidae,CA
Pacific Loon,Gavia pacifica,,GAVIIFORMES,Gaviidae,CA
Common Loon,Gavia immer,,GAVIIFORMES,Gaviidae,CA
Yellow-billed Loon,Gavia adamsii,Near-threatened,GAVIIFORMES,Gaviidae,CA
Laysan Albatross,Phoebastria immutabilis,Near-threatened,PROCELLARIIFORMES,Diomedeidae,CA
Black-footed Albatross,Phoebastria nigripes,Near-threatened,PROCELLARIIFORMES,Diomedeidae,CA
Short-tailed Albatross,Phoebastria albatrus,Vulnerable,PROCELLARIIFORMES,Diomedeidae,CA
Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,Rare/Accidental Endangered,PROCELLARIIFORMES,Diomedeidae,CA
Black-browed Albatross,Thalassarche melanophris,Rare/Accidental,PROCELLARIIFORMES,Diomedeidae,CA
Wilson's Storm-Petrel,Oceanites oceanicus,,PROCELLARIIFORMES,Oceanitidae,CA
White-faced Storm-Petrel,Pelagodroma marina,Rare/Accidental,PROCELLARIIFORMES,Oceanitidae,CA
