common_name,scientific_name,status,order,family,region
Helmeted Guineafowl,Numida meleagris,Introduced species,GALLIFORMES,Numididae,nea
Tawny-faced Quail,Rhynchortyx cinctus,Near-threatened,GALLIFORMES,Odontophoridae,nea
Mountain Quail,Oreortyx pictus,,GALLIFORMES,Odontophoridae,nea
Buffy-crowned Wood-Partridge,Dendrortyx leucophrys,,GALLIFORMES,Odontophoridae,nea
Long-tailed Wood-Partridge,Dendrortyx macroura,,GALLIFORMES,Odontophoridae,nea
Bearded Wood-Partridge,Dendrortyx barbatus,Vulnerable,GALLIFORMES,Odontophoridae,nea
Banded Quail,Philortyx fasciatus,,GALLIFORMES,Odontophoridae,nea
Northern Bobwhite,Colinus virginianus,Near-threatened,GALLIFORMES,Odontophoridae,nea
Black-throated Bobwhite,Colinus nigrogularis,,GALLIFORMES,Odontophoridae,nea
Spot-bellied Bobwhite,Colinus leucopogon,,GALLIFORMES,Odontophoridae,nea
Crested Bobwhite,Colinus cristatus,Introduced species,GALLIFORMES,Odontophoridae,nea
Scaled Quail,Callipepla squamata,,GALLIFORMES,Odontophoridae,nea
Elegant Quail,Callipepla douglasii,,GALLIFORMES,Odontophoridae,nea
California Quail,Callipepla californica,,GALLIFORMES,Odontophoridae,nea
Gambel's Quail,Callipepla gambelii,,GALLIFORMES,Odontophoridae,nea
Montezuma Quail,Cyrtonyx montezumae,,GALLIFORMES,Odontophoridae,nea
Ocellated Quail,Cyrtonyx ocellatus,Vulnerable,GALLIFORMES,Odontophoridae,nea
Singing Quail,Dactylortyx thoracicus,,GALLIFORMES,Odontophoridae,nea
Marbled Wood-Quail,Odontophorus gujanensis,,GALLIFORMES,Odontophoridae,nea
Black-eared Wood-Quail,Odontophorus melanotis,Near-threatened,GALLIFORMES,Odontophoridae,nea
Rufous-fronted Wood-Quail,Odontophorus erythrops,,GALLIFORMES,Odontophoridae,nea
Tacarcuna Wood-Quail,Odontophorus dialeucos,,GALLIFORMES,Odontophoridae,nea
Black-breasted Wood-Quail,Odontophorus leucolaemus,,GALLIFORMES,Odontophoridae,nea
Spotted Wood-Quail,Odontophorus guttatus,,GALLIFORMES,Odontophoridae,nea
Wild Turkey,Meleagris gallopavo,,GALLIFORMES,Phasianidae,nea
Ocellated Turkey,Meleagris ocellata,Near-threatened,GALLIFORMES,Phasianidae,nea
Ruffed Grouse,Bonasa umbellus,,GALLIFORMES,Phasianidae,nea
Greater Sage-Grouse,Centrocercus urophasianus,Near-threatened,GALLIFORMES,Phasianidae,nea
Gunnison Sage-Grouse,Centrocercus minimus,Endangered,GALLIFORMES,Phasianidae,nea
Dusky Grouse,Dendragapus obscurus,,GALLIFORMES,Phasianidae,nea
Sooty Grouse,Dendragapus fuliginosus,,GALLIFORMES,Phasianidae,nea
Sharp-tailed Grouse,Tympanuchus phasianellus,,GALLIFORMES,Phasianidae,nea
Greater Prairie-Chicken,Tympanuchus cupido,Near-threatened,GALLIFORMES,Phasianidae,nea
Lesser Prairie-Chicken,Tympanuchus pallidicinctus,Vulnerable,GALLIFORMES,Phasianidae,nea
White-tailed Ptarmigan,Lagopus leucura,,GALLIFORMES,Phasianidae,nea
