cavitynest_interactor,Region,recorder,InteractionPairs_entry,BOW_citation,Genus,Species,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,BBS_Seq,BBS_AOU2023,new_in_2023BBS_specieslist,SpeciesList,notes
,Mexico,GD,10/7/2024-10/11/2024,"Rodríguez-Flores, C. I., C. A. Soberanes-González, M. d. C. Arizmendi, G. M. Kirwan, and T. S. Schulenberg (2020). Golden Vireo (Vireo hypochryseus), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.golvir1.01 ",Vireo,hypochryseus,Golden Vireo,,Vireo hypochryseus,Passeriformes,Vireonidae,,,,AOU2023,
,Mexico,GD,10/14/2024,"Rodríguez-Flores, C. I., C. A. Soberanes-González, M. d. C. Arizmendi, and T. S. Schulenberg (2020). Slaty Vireo (Vireo brevipennis), version 1.0. In Birds of the World (T. S. Schulenberg, Editor). Cornell Lab of Ornithology, Ithaca, NY, USA. https://doi-org.proxy2.cl.msu.edu/10.2173/bow.slavir1.01",Vireo,brevipennis,Slaty Vireo,,Vireo brevipennis,Passeriformes,Vireonidae,,,,AOU2023,
,Mexico,,,,Vireo,nelsoni,Dwarf Vireo,,Vireo nelsoni,Passeriformes,Vireonidae,,,,AOU2023,
,Mexico,,,,Vireo,pallens,Mangrove Vireo,,Vireo pallens,Passeriformes,Vireonidae,,,,AOU2023,
,Mexico,,,,Vireo,bairdi,Cozumel Vireo,,Vireo bairdi,Passeriformes,Vireonidae,,,,AOU2023,
,Mexico,,,,Vireo,leucophrys,Brown-capped Vireo,,Vireo leucophrys,Passeriformes,Vireonidae,,,,AOU2023,
,Mexico,,,,Cyanolyca,mirabilis,White-throated Jay,,Cyanolyca mirabilis,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Cyanolyca,nanus,Dwarf Jay,,Cyanolyca nanus,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Cyanolyca,pumilo,Black-throated Jay,,Cyanolyca pumilo,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Cyanolyca,cucullata,Azure-hooded Jay,,Cyanolyca cucullata,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Calocitta,colliei,Black-throated Magpie-Jay,,Calocitta colliei,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Calocitta,formosa,White-throated Magpie-Jay,,Calocitta formosa,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Cyanocorax,dickeyi,Tufted Jay,,Cyanocorax dickeyi,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Cyanocorax,sanblasianus,San Blas Jay,,Cyanocorax sanblasianus,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Cyanocorax,yucatanicus,Yucatan Jay,,Cyanocorax yucatanicus,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Cyanocorax,beecheii,Purplish-backed Jay,,Cyanocorax beecheii,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Aphelocoma,unicolor,Unicolored Jay,,Aphelocoma unicolor,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Atticora,pileata,Black-capped Swallow,,Atticora pileata,Passeriformes,Hirundinidae,,,,AOU2023,
,Mexico,,,,Progne,sinaloae,Sinaloa Martin,,Progne sinaloae,Passeriformes,Hirundinidae,,,,AOU2023,
,Mexico,,,,Ramphocaenus,melanurus,Long-billed Gnatwren,,Ramphocaenus melanurus,Passeriformes,Polioptilidae,,,,AOU2023,
,Mexico,,,,Polioptila,albiventris,Yucatan Gnatcatcher,,Polioptila albiventris,Passeriformes,Polioptilidae,,,,AOU2023,
,Mexico,,,,Polioptila,albiloris,White-lored Gnatcatcher,,Polioptila albiloris,Passeriformes,Polioptilidae,,,,AOU2023,
,Mexico,,,,Microcerculus,philomela,Nightingale Wren,,Microcerculus philomela,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Hylorchilus,sumichrasti,Sumichrast's Wren,,Hylorchilus sumichrasti,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Hylorchilus,navai,Nava's Wren,,Hylorchilus navai,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Pheugopedius,maculipectus,Spot-breasted Wren,,Pheugopedius maculipectus,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Pheugopedius,felix,Happy Wren,,Pheugopedius felix,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Cantorchilus,modestus,Cabanis's Wren,,Cantorchilus modestus,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Henicorhina,leucosticta,White-breasted Wood-Wren,,Henicorhina leucosticta,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Henicorhina,leucophrys,Gray-breasted Wood-Wren,,Henicorhina leucophrys,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Uropsila,leucogastra,White-bellied Wren,,Uropsila leucogastra,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Thryophilus,rufalbus,Rufous-and-white Wren,,Thryophilus rufalbus,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Thryophilus,pleurostictus,Banded Wren,,Thryophilus pleurostictus,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Campylorhynchus,zonatus,Band-backed Wren,,Campylorhynchus zonatus,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Campylorhynchus,megalopterus,Gray-barred Wren,,Campylorhynchus megalopterus,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Campylorhynchus,chiapensis,Giant Wren,,Campylorhynchus chiapensis,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Campylorhynchus,rufinucha,Rufous-naped Wren,,Campylorhynchus rufinucha,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Campylorhynchus,gularis,Spotted Wren,,Campylorhynchus gularis,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Campylorhynchus,yucatanicus,Yucatan Wren,,Campylorhynchus yucatanicus,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Troglodytes,sissonii,Socorro Wren,,Troglodytes sissonii,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Troglodytes,tanneri,Clarion Wren,,Troglodytes tanneri,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Troglodytes,rufociliatus,Rufous-browed Wren,,Troglodytes rufociliatus,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Melanotis,hypoleucus,Blue-and-white Mockingbird,,Melanotis hypoleucus,Passeriformes,Mimidae,,,,AOU2023,
,Mexico,,,,Melanoptila,glabrirostris,Black Catbird,,Melanoptila glabrirostris,Passeriformes,Mimidae,,,,AOU2023,
,Mexico,,,,Toxostoma,ocellatum,Ocellated Thrasher,,Toxostoma ocellatum,Passeriformes,Mimidae,,,,AOU2023,
,Mexico,,,,Toxostoma,guttatum,Cozumel Thrasher,,Toxostoma guttatum,Passeriformes,Mimidae,,,,AOU2023,
,Mexico,,,,Toxostoma,cinereum,Gray Thrasher,,Toxostoma cinereum,Passeriformes,Mimidae,,,,AOU2023,
,Mexico,,,,Mimus,graysoni,Socorro Mockingbird,,Mimus graysoni,Passeriformes,Mimidae,,,,AOU2023,
,Mexico,,,,Mimus,gilvus,Tropical Mockingbird,,Mimus gilvus,Passeriformes,Mimidae,,,,AOU2023,
,Mexico,,,,Myadestes,unicolor,Slate-colored Solitaire,,Myadestes unicolor,Passeriformes,Turdidae,,,,AOU2023,
,Mexico,,,,Catharus,occidentalis,Russet Nightingale-Thrush,,Catharus occidentalis,Passeriformes,Turdidae,,,,AOU2023,
,Mexico,,,,Catharus,frantzii,Ruddy-capped Nightingale-Thrush,,Catharus frantzii,Passeriformes,Turdidae,,,,AOU2023,
,Mexico,,,,Turdus,infuscatus,Black Thrush,,Turdus infuscatus,Passeriformes,Turdidae,,,,AOU2023,
,Mexico,,,,Turdus,plebejus,Mountain Thrush,,Turdus plebejus,Passeriformes,Turdidae,,,,AOU2023,
,Mexico,,,,Turdus,rufitorques,Rufous-collared Robin,,Turdus rufitorques,Passeriformes,Turdidae,,,,AOU2023,
,Mexico,,,,Chlorophonia,elegantissima,Elegant Euphonia,,Chlorophonia elegantissima,Passeriformes,Fringillidae,,,,AOU2023,
,Mexico,,,,Chlorophonia,occipitalis,Blue-crowned Chlorophonia,,Chlorophonia occipitalis,Passeriformes,Fringillidae,,,,AOU2023,
,Mexico,,,,Euphonia,godmani,West Mexican Euphonia,,Euphonia godmani,Passeriformes,Fringillidae,,,,AOU2023,
,Mexico,,,,Euphonia,affinis,Scrub Euphonia,,Euphonia affinis,Passeriformes,Fringillidae,,,,AOU2023,
,Mexico,,,,Euphonia,minuta,White-vented Euphonia,,Euphonia minuta,Passeriformes,Fringillidae,,,,AOU2023,
,Mexico,,,,Euphonia,hirundinacea,Yellow-throated Euphonia,,Euphonia hirundinacea,Passeriformes,Fringillidae,,,,AOU2023,
,Mexico,,,,Euphonia,gouldi,Olive-backed Euphonia,,Euphonia gouldi,Passeriformes,Fringillidae,,,,AOU2023,
,Mexico,,,,Coccothraustes,abeillei,Hooded Grosbeak,,Coccothraustes abeillei,Passeriformes,Fringillidae,,,,AOU2023,
,Mexico,,,,Spinus,atriceps,Black-capped Siskin,,Spinus atriceps,Passeriformes,Fringillidae,,,,AOU2023,
,Mexico,,,,Spinus,notatus,Black-headed Siskin,,Spinus notatus,Passeriformes,Fringillidae,,,,AOU2023,
,Mexico,,,,Rhodinocichla,rosea,Rosy Thrush-Tanager,,Rhodinocichla rosea,Passeriformes,Rhodinocichlidae,,,,AOU2023,
,Mexico,,,,Peucaea,sumichrasti,Cinnamon-tailed Sparrow,,Peucaea sumichrasti,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Peucaea,ruficauda,Stripe-headed Sparrow,,Peucaea ruficauda,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Peucaea,humeralis,Black-chested Sparrow,,Peucaea humeralis,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Peucaea,mystacalis,Bridled Sparrow,,Peucaea mystacalis,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Arremonops,chloronotus,Green-backed Sparrow,,Arremonops chloronotus,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Arremon,virenticeps,Green-striped Brushfinch,,Arremon virenticeps,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Arremon,brunneinucha,Chestnut-capped Brushfinch,,Arremon brunneinucha,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Oriturus,superciliosus,Striped Sparrow,,Oriturus superciliosus,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Xenospiza,baileyi,Sierra Madre Sparrow,,Xenospiza baileyi,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Melozone,kieneri,Rusty-crowned Ground-Sparrow,,Melozone kieneri,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Melozone,albicollis,White-throated Towhee,,Melozone albicollis,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Melozone,leucotis,White-eared Ground-Sparrow,,Melozone leucotis,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Melozone,biarcuata,White-faced Ground-Sparrow,,Melozone biarcuata,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Aimophila,rufescens,Rusty Sparrow,,Aimophila rufescens,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Aimophila,notosticta,Oaxaca Sparrow,,Aimophila notosticta,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Pipilo,ocai,Collared Towhee,,Pipilo ocai,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Atlapetes,albinucha,White-naped Brushfinch,,Atlapetes albinucha,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Amblycercus,holosericeus,Yellow-billed Cacique,,Amblycercus holosericeus,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Cassiculus,melanicterus,Yellow-winged Cacique,,Cassiculus melanicterus,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Psarocolius,wagleri,Chestnut-headed Oropendola,,Psarocolius wagleri,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Psarocolius,montezuma,Montezuma Oropendola,,Psarocolius montezuma,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Icterus,maculialatus,Bar-winged Oriole,,Icterus maculialatus,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Icterus,prosthemelas,Black-cowled Oriole,,Icterus prosthemelas,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Icterus,chrysater,Yellow-backed Oriole,,Icterus chrysater,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Icterus,mesomelas,Yellow-tailed Oriole,,Icterus mesomelas,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Icterus,auratus,Orange Oriole,,Icterus auratus,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Molothrus,oryzivorus,Giant Cowbird,,Molothrus oryzivorus,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Dives,dives,Melodious Blackbird,,Dives dives,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Quiscalus,palustris,Slender-billed Grackle,,Quiscalus palustris,Passeriformes,Icteridae,,,,AOU2023,
,Mexico,,,,Geothlypis,speciosa,Black-polled Yellowthroat,,Geothlypis speciosa,Passeriformes,Parulidae,,,,AOU2023,
,Mexico,,,,Geothlypis,flavovelata,Altamira Yellowthroat,,Geothlypis flavovelata,Passeriformes,Parulidae,,,,AOU2023,
,Mexico,,,,Geothlypis,nelsoni,Hooded Yellowthroat,,Geothlypis nelsoni,Passeriformes,Parulidae,,,,AOU2023,
,Mexico,,,,Basileuterus,delattrii,Chestnut-capped Warbler,,Basileuterus delattrii,Passeriformes,Parulidae,,,,AOU2023,
,Mexico,,,,Basileuterus,belli,Golden-browed Warbler,,Basileuterus belli,Passeriformes,Parulidae,,,,AOU2023,
,Mexico,,,,Cardellina,rubra,Red Warbler,,Cardellina rubra,Passeriformes,Parulidae,,,,AOU2023,
,Mexico,,,,Cardellina,versicolor,Pink-headed Warbler,,Cardellina versicolor,Passeriformes,Parulidae,,,,AOU2023,
,Mexico,,,,Piranga,roseogularis,Rose-throated Tanager,,Piranga roseogularis,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Piranga,leucoptera,White-winged Tanager,,Piranga leucoptera,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Piranga,erythrocephala,Red-headed Tanager,,Piranga erythrocephala,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Habia,rubica,Red-crowned Ant-Tanager,,Habia rubica,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Habia,fuscicauda,Red-throated Ant-Tanager,,Habia fuscicauda,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Caryothraustes,poliogaster,Black-faced Grosbeak,,Caryothraustes poliogaster,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Granatellus,venustus,Red-breasted Chat,,Granatellus venustus,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Granatellus,sallaei,Gray-throated Chat,,Granatellus sallaei,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Amaurospiza,concolor,Blue Seedeater,,Amaurospiza concolor,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Cyanoloxia,cyanoides,Blue-black Grosbeak,,Cyanoloxia cyanoides,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Passerina,rositae,Rose-bellied Bunting,,Passerina rositae,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Passerina,leclancherii,Orange-breasted Bunting,,Passerina leclancherii,Passeriformes,Cardinalidae,,,,AOU2023,
,Mexico,,,,Poecilostreptus,cabanisi,Azure-rumped Tanager,,Poecilostreptus cabanisi,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Thraupis,episcopus,Blue-gray Tanager,,Thraupis episcopus,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Thraupis,abbas,Yellow-winged Tanager,,Thraupis abbas,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Stilpnia,larvata,Golden-hooded Tanager,,Stilpnia larvata,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Diglossa,baritula,Cinnamon-bellied Flowerpiercer,,Diglossa baritula,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Volatinia,jacarina,Blue-black Grassquit,,Volatinia jacarina,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Lanio,aurantius,Black-throated Shrike-Tanager,,Lanio aurantius,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Ramphocelus,sanguinolentus,Crimson-collared Tanager,,Ramphocelus sanguinolentus,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Ramphocelus,passerinii,Scarlet-rumped Tanager,,Ramphocelus passerinii,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Cyanerpes,lucidus,Shining Honeycreeper,,Cyanerpes lucidus,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Sporophila,funerea,Thick-billed Seed-Finch,,Sporophila funerea,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Sporophila,corvina,Variable Seedeater,,Sporophila corvina,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Sporophila,torqueola,Cinnamon-rumped Seedeater,,Sporophila torqueola,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Sporophila,minuta,Ruddy-breasted Seedeater,,Sporophila minuta,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Saltator,atriceps,Black-headed Saltator,,Saltator atriceps,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Saltator,maximus,Buff-throated Saltator,,Saltator maximus,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Saltator,grandis,Cinnamon-bellied Saltator,,Saltator grandis,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Patagioenas,nigrirostris,Short-billed Pigeon,,Patagioenas nigrirostris,Columbiformes,Columbidae,,,,AOU2023,
,Mexico,,,,Geotrygon,leucometopia,White-fronted Quail-Dove,,Geotrygon leucometopia,Columbiformes,Columbidae,,,,AOU2023,
,Mexico,,,,Zentrygon,albifacies,White-faced Quail-Dove,,Zentrygon albifacies,Columbiformes,Columbidae,,,,AOU2023,
,Mexico,,,,Antrostomus,salvini,Tawny-collared Nightjar,,Antrostomus salvini,Caprimulgiformes,Caprimulgidae,,,,AOU2023,
,Mexico,,,,Antrostomus,badius,Yucatan Nightjar,,Antrostomus badius,Caprimulgiformes,Caprimulgidae,,,,AOU2023,
,Mexico,,,,Hydropsalis,maculicaudus,Spot-tailed Nightjar,,Hydropsalis maculicaudus,Caprimulgiformes,Caprimulgidae,,,,AOU2023,
,Mexico,,,,Cypseloides,cryptus,White-chinned Swift,,Cypseloides cryptus,Caprimulgiformes,Apodidae,,,,AOU2023,
,Mexico,,,,Panyptila,cayennensis,Lesser Swallow-tailed Swift,,Panyptila cayennensis,Caprimulgiformes,Apodidae,,,,AOU2023,
,Mexico,,,,Panyptila,sanctihieronymi,Great Swallow-tailed Swift,,Panyptila sanctihieronymi,Caprimulgiformes,Apodidae,,,,AOU2023,
,Mexico,,,,Chrysolampis,mosquitus,Ruby-topaz Hummingbird,,Chrysolampis mosquitus,Caprimulgiformes,Trochilidae,,,,AOU2023,
,Mexico,,,,Polyerata,amabilis,Blue-chested Hummingbird,,Polyerata amabilis,Caprimulgiformes,Trochilidae,,,,AOU2023,
,Mexico,,,,Chlorestes,candida,White-bellied Emerald,,Chlorestes candida,Caprimulgiformes,Trochilidae,,,,AOU2023,
,Mexico,,,,Eurypyga,helias,Sunbittern,,Eurypyga helias,Eurypygiformes,Eurypygidae,,,,AOU2023,
,Mexico,,,,Hydrobates,markhami,Markham's Storm-Petrel,,Hydrobates markhami,Procellariiformes,Hydrobatidae,,,,AOU2023,
,Mexico,,,,Tigrisoma,lineatum,Rufescent Tiger-Heron,,Tigrisoma lineatum,Pelecaniformes,Ardeidae,,,,AOU2023,
,Mexico,,,,Momotus,subrufescens,Whooping Motmot,,Momotus subrufescens,Coraciiformes,Momotidae,,,,AOU2023,
,Mexico,,,,Electron,carinatum,Keel-billed Motmot,,Electron carinatum,Coraciiformes,Momotidae,,,,AOU2023,
,Mexico,,,,Ibycter,americanus,Red-throated Caracara,,Ibycter americanus,Falconiformes,Falconidae,,,,AOU2023,
,Mexico,,,,Pseudopipra,pipra,White-crowned Manakin,,Pseudopipra pipra,Passeriformes,Pipridae,,,,AOU2023,
,Mexico,,,,Pachyramphus,rufus,Cinereous Becard,,Pachyramphus rufus,Passeriformes,Tityridae,,,,AOU2023,
,Mexico,,,,Onychorhynchus,coronatus,Royal Flycatcher,,Onychorhynchus coronatus,Passeriformes,Oxyruncidae,,,,AOU2023,
,Mexico,,,,Elaenia,martinica,Caribbean Elaenia,,Elaenia martinica,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,,,,Zimmerius,parvus,Mistletoe Tyrannulet,,Zimmerius parvus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,,,,Myiarchus,validus,Rufous-tailed Flycatcher,,Myiarchus validus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,,,,Contopus,cinereus,Tropical Pewee,,Contopus cinereus,Passeriformes,Tyrannidae,,,,AOU2023,
,Mexico,,,,Thamnistes,anabatinus,Russet Antshrike,,Thamnistes anabatinus,Passeriformes,Thamnophilidae,,,,AOU2023,
,Mexico,,,,Grallaria,guatimalensis,Scaled Antpitta,,Grallaria guatimalensis,Passeriformes,Grallariidae,,,,AOU2023,
,Mexico,,,,Sclerurus,mexicanus,Tawny-throated Leaftosser,,Sclerurus mexicanus,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,,,,Dendroplex,picus,Straight-billed Woodcreeper,,Dendroplex picus,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,,,,Lepidocolaptes,souleyetii,Streak-headed Woodcreeper,,Lepidocolaptes souleyetii,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,,,,Clibanornis,rubiginosus,Ruddy Foliage-gleaner,,Clibanornis rubiginosus,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,,,,Automolus,ochrolaemus,Ochre-throated Foliage-gleaner,,Automolus ochrolaemus,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,,,,Automolus,exsertus,Chiriqui Foliage-gleaner,,Automolus exsertus,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,,,,Automolus,subulatus,Striped Woodhaunter,,Automolus subulatus,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,,,,Cranioleuca,dissita,Coiba Spinetail,,Cranioleuca dissita,Passeriformes,Furnariidae,,,,AOU2023,
,Mexico,,,,Corvus,sinaloae,Sinaloa Crow,,Corvus sinaloae,Passeriformes,Corvidae,,,,AOU2023,
,Mexico,,,,Polioptila,bilineata,White-browed Gnatcatcher,,Polioptila bilineata,Passeriformes,Polioptilidae,,,,AOU2023,
,Mexico,,,,Pheugopedius,rutilus,Rufous-breasted Wren,,Pheugopedius rutilus,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Cantorchilus,zeledoni,Canebrake Wren,,Cantorchilus zeledoni,Passeriformes,Troglodytidae,,,,AOU2023,
,Mexico,,,,Catharus,dryas,Yellow-throated Nightingale-Thrush,,Catharus dryas,Passeriformes,Turdidae,,,,AOU2023,
,Mexico,,,,Arremon,aurantiirostris,Orange-billed Sparrow,,Arremon aurantiirostris,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Melozone,cabanisi,Cabanis's Ground-Sparrow,,Melozone cabanisi,Passeriformes,Passerellidae,,,,AOU2023,
,Mexico,,,,Haplospiza,rustica,Slaty Finch,,Haplospiza rustica,Passeriformes,Thraupidae,,,,AOU2023,
,Mexico,,,,Synthliboramphus,scrippsi,Scripps's Murrelet,Guillemot de Scripps,Synthliboramphus scrippsi,Charadriiformes,Alcidae,,,,ABA2023,
,Mexico,,,,Synthliboramphus,hypoleucus,Guadalupe Murrelet,Guillemot de Xantus,Synthliboramphus hypoleucus,Charadriiformes,Alcidae,,,,ABA2023,
,Mexico,,,,Hydrobates,microsoma,Least Storm-Petrel,Océanite minute,Hydrobates microsoma,Procellariiformes,Hydrobatidae,,,,ABA2023,
,Mexico,,,,Basilinna,xantusii,Xantus's Hummingbird,Saphir de Xantus,Basilinna xantusii,Caprimulgiformes,Trochilidae,,,,ABA2023,
,Mexico,,,,Geothlypis,beldingi,Belding's Yellowthroat,,Geothlypis beldingi,Passeriformes,Parulidae,,,,AOU2023,
