scientific_name, updated_scientific_name, update_type, reason, who, date, comments
"Branta leucopsis x anser indicus", "Branta leucopsis x Anser indicus", "typo", "Genus capitlization", "plz", 2024-11-01, "this should be corrected in L0"
"Cuculus canorus telephonus", "Cuculus canorus subtelephonus"
