"","sort.v2024","species_code","Clements.v2024b.change","text.for.website.v2024b","category","English.name","scientific.name","range","order","family","extinct","extinct.year","sort_v2023","canada_ak_conus"
"118",753,"rudduc",NA,NA,"species","Ruddy Duck","Oxyura jamaicensis","interior northwestern North America (southwestern Canada to Mexico); West Indies","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,736,TRUE
"119",755,"andduc1",NA,NA,"species","Andean Duck","Oxyura ferruginea",NA,"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,738,FALSE
"120",758,"whhduc1",NA,NA,"species","White-headed Duck","Oxyura leucocephala","patchily distributed Mediterranean basin to central Asia","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,741,FALSE
"121",760,"macduc1",NA,NA,"species","Maccoa Duck","Oxyura maccoa","local in highlands of eastern and southern Africa","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,743,FALSE
"122",768,"waterf1",NA,NA,"spuh","waterfowl sp.","Anatidae sp.",NA,"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",NA,NA,751,FALSE
"123",769,"megapo1",NA,NA,"family","Megapodes","Megapodiidae",NA,"Galliformes","Megapodiidae (Megapodes)",NA,NA,752,FALSE
"124",828,"placha",NA,NA,"species","Plain Chachalaca","Ortalis vetula",NA,"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)",NA,NA,811,TRUE
"125",901,"penelo1",NA,NA,"spuh","Penelope sp.","Penelope sp.",NA,"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)",NA,NA,881,FALSE
"126",947,"curass1",NA,NA,"spuh","curassow sp.","Cracidae sp. (curassow sp.)",NA,"Galliformes","Cracidae (Guans, Chachalacas, and Curassows)",NA,NA,927,FALSE
"127",950,"helgui",NA,NA,"species","Helmeted Guineafowl","Numida meleagris",NA,"Galliformes","Numididae (Guineafowl)",NA,NA,930,FALSE
"128",986,"mouqua",NA,NA,"species","Mountain Quail","Oreortyx pictus","montane western North America, from Washington southward through the Cascades, coast ranges, and Sierra Nevada to Baja California (northwestern Mexico)","Galliformes","Odontophoridae (New World Quail)",NA,NA,966,TRUE
"129",999,"norbob",NA,NA,"species","Northern Bobwhite","Colinus virginianus",NA,"Galliformes","Odontophoridae (New World Quail)",NA,NA,979,TRUE
"130",1051,"scaqua",NA,NA,"species","Scaled Quail","Callipepla squamata",NA,"Galliformes","Odontophoridae (New World Quail)",NA,NA,1032,TRUE
"131",1064,"calqua",NA,NA,"species","California Quail","Callipepla californica",NA,"Galliformes","Odontophoridae (New World Quail)",NA,NA,1045,TRUE
"132",1075,"gamqua",NA,NA,"species","Gambel's Quail","Callipepla gambelii",NA,"Galliformes","Odontophoridae (New World Quail)",NA,NA,1056,TRUE
"133",1084,"monqua",NA,NA,"species","Montezuma Quail","Cyrtonyx montezumae",NA,"Galliformes","Odontophoridae (New World Quail)",NA,NA,1065,TRUE
"134",1142,"quail1",NA,NA,"spuh","new world quail sp.","Odontophoridae sp.",NA,"Galliformes","Odontophoridae (New World Quail)",NA,NA,1123,FALSE
"135",1143,"phasia1",NA,NA,"family","Pheasants, Grouse, and Allies","Phasianidae",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1124,FALSE
"136",1242,"wiltur",NA,NA,"species","Wild Turkey","Meleagris gallopavo",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1222,TRUE
"137",1243,"wiltur2",NA,NA,"subspecies",NA,"Meleagris gallopavo silvestris","central and eastern USA","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1223,FALSE
"138",1245,"wiltur4",NA,NA,"subspecies",NA,"Meleagris gallopavo intermedia","northern Texas to east-central Mexico","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1225,FALSE
"139",1246,"wiltur5",NA,NA,"subspecies",NA,"Meleagris gallopavo merriami","western USA","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1226,FALSE
"140",1250,"ocetur1",NA,NA,"species","Ocellated Turkey","Meleagris ocellata","Yucatán Peninsula (southeastern Mexico) to Petén (northern Guatemala) and Belize","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1230,FALSE
"141",1251,"rufgro",NA,NA,"species","Ruffed Grouse","Bonasa umbellus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1231,TRUE
"142",1280,"saggro",NA,NA,"species","Greater Sage-Grouse","Centrocercus urophasianus","prairies and sage grassland of western Canada to southwestern USA","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1260,TRUE
"143",1281,"gusgro",NA,NA,"species","Gunnison Sage-Grouse","Centrocercus minimus","Gunnison Basin of southwestern Colorado and adjacent southeastern Utah","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1261,TRUE
"144",1283,"dusgro",NA,NA,"species","Dusky Grouse","Dendragapus obscurus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1263,TRUE
"145",1288,"soogro1",NA,NA,"species","Sooty Grouse","Dendragapus fuliginosus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1268,TRUE
"146",1294,"shtgro","subspecies revised",NA,"species","Sharp-tailed Grouse","Tympanuchus phasianellus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1274,TRUE
"147",1303,"grpchi",NA,NA,"species","Greater Prairie-Chicken","Tympanuchus cupido",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1283,TRUE
"148",1306,"attprc1",NA,NA,"group (monotypic)","Greater Prairie-Chicken (Attwater's)","Tympanuchus cupido attwateri","coastal southeastern Texas","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1286,FALSE
"149",1308,"lepchi",NA,NA,"species","Lesser Prairie-Chicken","Tympanuchus pallidicinctus","arid grassland of south-central USA","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1288,TRUE
"150",1310,"y00664",NA,NA,"slash","Greater/Lesser Prairie-Chicken","Tympanuchus cupido/pallidicinctus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1290,FALSE
"151",1311,"whtpta1",NA,NA,"species","White-tailed Ptarmigan","Lagopus leucura",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1291,TRUE
"152",1317,"wilpta","subspecies added",NA,"species","Willow Ptarmigan","Lagopus lagopus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1297,TRUE
"153",1340,"rocpta1",NA,NA,"species","Rock Ptarmigan","Lagopus muta",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1318,TRUE
"154",1371,"ptarmi1",NA,NA,"spuh","ptarmigan sp.","Lagopus sp.",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1349,FALSE
"155",1373,"sprgro",NA,NA,"species","Spruce Grouse","Canachites canadensis",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1351,TRUE
"156",1400,"blagro1",NA,NA,"species","Black Grouse","Lyrurus tetrix",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1376,FALSE
"157",1410,"grouse1",NA,NA,"spuh","grouse sp.","Tetraoninae sp.",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1386,FALSE
"158",1417,"grypar",NA,NA,"species","Gray Partridge","Perdix perdix",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1393,TRUE
"159",1428,"copphe1",NA,NA,"species","Copper Pheasant","Syrmaticus soemmerringii",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1404,FALSE
"160",1444,"rinphe1",NA,NA,"species","Ring-necked Pheasant","Phasianus colchicus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1420,TRUE
"161",1539,"compea",NA,NA,"species","Indian Peafowl","Pavo cristatus","forest and scrub of eastern Pakistan, India, and Sri Lanka","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1515,TRUE
"162",1541,"grepea1",NA,NA,"species","Green Peafowl","Pavo muticus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1517,FALSE
"163",1578,"pheasa1",NA,NA,"spuh","pheasant sp.","Phasianidae sp. (pheasant sp.)",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1554,FALSE
"164",1586,"redjun",NA,NA,"species","Red Junglefowl","Gallus gallus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1562,FALSE
"165",1592,"redjun1",NA,NA,"domestic","Red Junglefowl (Domestic type)","Gallus gallus (Domestic type)",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1568,FALSE
"166",1605,"gryfra",NA,NA,"species","Gray Francolin","Ortygornis pondicerianus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1581,FALSE
"167",1613,"blkfra",NA,NA,"species","Black Francolin","Francolinus francolinus",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1589,FALSE
"168",1665,"himsno",NA,NA,"species","Himalayan Snowcock","Tetraogallus himalayensis",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1641,FALSE
"169",1702,"comqua1",NA,NA,"species","Common Quail","Coturnix coturnix",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1677,FALSE
"170",1718,"coturn1",NA,NA,"spuh","old world quail sp.","Synoicus/Coturnix sp.",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1687,FALSE
"171",1729,"chukar",NA,NA,"species","Chukar","Alectoris chukar",NA,"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1698,TRUE
"172",1780,"ercfra",NA,NA,"species","Erckel's Spurfowl","Pternistis erckelii","northeastern Sudan and highlands of northern Eritrea and northwestern Ethiopia; introduced to Hawaii","Galliformes","Phasianidae (Pheasants, Grouse, and Allies)",NA,NA,1749,FALSE
"173",1817,"rocpig",NA,NA,"species","Rock Pigeon","Columba livia",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,1874,TRUE
"174",1895,"columb1",NA,NA,"spuh","Columba sp.","Columba sp.",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,1952,FALSE
"175",1903,"pavpig2",NA,NA,"species","Pale-vented Pigeon","Patagioenas cayennensis",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,1960,FALSE
"176",1911,"scnpig1",NA,NA,"species","Scaly-naped Pigeon","Patagioenas squamosa","Greater Antilles, Lesser Antilles, and Aruba, Curaçao, and Bonaire","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,1968,FALSE
"177",1912,"picpig2",NA,NA,"species","Picazuro Pigeon","Patagioenas picazuro",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,1969,FALSE
"178",1919,"whcpig2",NA,NA,"species","White-crowned Pigeon","Patagioenas leucocephala","southern Florida and offshore islands from West Indies to northwestern Panama","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,1976,TRUE
"179",1920,"rebpig1",NA,NA,"species","Red-billed Pigeon","Patagioenas flavirostris",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,1977,TRUE
"180",1925,"plapig",NA,NA,"species","Plain Pigeon","Patagioenas inornata",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,1982,FALSE
"181",1929,"batpig1",NA,NA,"species","Band-tailed Pigeon","Patagioenas fasciata",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,1986,TRUE
"182",1950,"rudpig",NA,NA,"species","Ruddy Pigeon","Patagioenas subvinacea",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2007,FALSE
"183",1966,"paspig",NA,NA,"species","Passenger Pigeon","Ectopistes migratorius","formerly eastern Canada and USA; extinct, last reported in wild end of 19th C, last captive individual died 1914","Columbiformes","Columbidae (Pigeons and Doves)",1,"1914",2023,FALSE
"184",1978,"eutdov",NA,NA,"species","European Turtle-Dove","Streptopelia turtur",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2035,FALSE
"185",1985,"ortdov",NA,NA,"species","Oriental Turtle-Dove","Streptopelia orientalis",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2042,FALSE
"186",1994,"eucdov",NA,NA,"species","Eurasian Collared-Dove","Streptopelia decaocto","Europe to Middle East, India, Sri Lanka, western China, and Korea; introduced in North America, and occurs in the USA (except northeastern), southern Canada (except eastern) and southern Alaska, the West Indies, and northern Mexico locally to southern Mexico","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2051,TRUE
"187",1999,"afcdov1",NA,NA,"species","African Collared-Dove","Streptopelia roseogrisea",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2056,TRUE
"188",2027,"spodov",NA,NA,"species","Spotted Dove","Spilopelia chinensis",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2084,TRUE
"189",2195,"zebdov",NA,NA,"species","Zebra Dove","Geopelia striata","southern Myanmar through the Thai-Malay Peninsula to Sumatra, Java, and Lombok; also Philippines (native or introduced?), and many feral populations, e.g. the Seychelles, Mascarenes, Indochina, Borneo, Hawaii, and Tahiti, among others","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2251,FALSE
"190",2205,"incdov",NA,NA,"species","Inca Dove","Columbina inca","semiarid southwestern USA to northwestern Costa Rica","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2261,TRUE
"191",2206,"cogdov",NA,NA,"species","Common Ground Dove","Columbina passerina",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2262,TRUE
"192",2225,"pbgdov1",NA,NA,"species","Plain-breasted Ground Dove","Columbina minuta",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2281,FALSE
"193",2230,"rugdov",NA,NA,"species","Ruddy Ground Dove","Columbina talpacoti",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2286,TRUE
"194",2244,"pigdov1",NA,NA,"species","Picui Ground Dove","Columbina picui",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2298,FALSE
"195",2249,"y00320",NA,NA,"spuh","ground dove/Inca Dove","Columbina sp.",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2303,FALSE
"196",2250,"blgdov1",NA,NA,"species","Blue Ground Dove","Claravis pretiosa","southeastern Mexico (San Luis Potosí) to northern Argentina and southern Brazil","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2304,FALSE
"197",2264,"bwgdov1",NA,NA,"species","Black-winged Ground Dove","Metriopelia melanoptera",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2318,FALSE
"198",2286,"whtdov",NA,NA,"species","White-tipped Dove","Leptotila verreauxi",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2340,TRUE
"199",2310,"gycdov2",NA,NA,"group (monotypic)","Gray-chested Dove (rufinucha)","Leptotila cassinii rufinucha","southwestern Costa Rica to northwestern Panama (Chiriquí)","Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2364,FALSE
"200",2350,"whwdov",NA,NA,"species","White-winged Dove","Zenaida asiatica",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2404,TRUE
"201",2354,"zendov",NA,NA,"species","Zenaida Dove","Zenaida aurita",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2408,FALSE
"202",2361,"eardov1",NA,NA,"species","Eared Dove","Zenaida auriculata",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2415,FALSE
"203",2373,"moudov",NA,NA,"species","Mourning Dove","Zenaida macroura",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2427,TRUE
"204",2814,"dove1",NA,NA,"spuh","pigeon/dove sp.","Columbidae sp.",NA,"Columbiformes","Columbidae (Pigeons and Doves)",NA,NA,2855,FALSE
"205",2982,"guicuc1",NA,NA,"species","Guira Cuckoo","Guira guira","northeastern Brazil to Bolivia, Paraguay, Uruguay, and central Argentina","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,3023,FALSE
"206",2983,"greani1",NA,NA,"species","Greater Ani","Crotophaga major","eastern Panama and South America including Trinidad, east of Andes to northern Argentina","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,3024,FALSE
"207",2984,"smbani",NA,NA,"species","Smooth-billed Ani","Crotophaga ani","West Indies, southeastern Mexico (Quintana Roo) and Costa Rica southward to western Ecuador and northern Argentina, also Galapagos (introduced); formerly southeastern USA (Florida, where now rare)","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,3025,TRUE
"208",2985,"grbani",NA,NA,"species","Groove-billed Ani","Crotophaga sulcirostris","southern Baja California; southern Texas through Central and South America (including Curaçao and Trinidad) to northern Chile and northern Argentina","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,3026,TRUE
"209",2996,"greroa",NA,NA,"species","Greater Roadrunner","Geococcyx californianus","arid southwestern USA to southern Mexico","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,3037,TRUE
"210",2997,"y00957",NA,NA,"slash","Lesser/Greater Roadrunner","Geococcyx velox/californianus",NA,"Cuculiformes","Cuculidae (Cuckoos)",NA,NA,3038,FALSE
"211",3155,"grscuc1",NA,NA,"species","Great Spotted Cuckoo","Clamator glandarius","southwestern Palearctic and sub-Saharan Africa","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,3197,FALSE
"212",3169,"squcuc1",NA,NA,"species","Squirrel Cuckoo","Piaya cayana",NA,"Cuculiformes","Cuculidae (Cuckoos)",NA,NA,3211,FALSE
"213",3187,"dabcuc1",NA,NA,"species","Dark-billed Cuckoo","Coccyzus melacoryphus","Venezuela to the Guianas, Brazil, northern Argentina, and Galapagos","Cuculiformes","Cuculidae (Cuckoos)",NA,NA,3229,FALSE
